"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"369",369,"2917","To ask the Minister for the Cabinet Office, what steps he is taking to ensure that all content on the gov.uk website is accessible to Welsh language users.","<p>Cabinet Office is committed to ensuring that the needs of Welsh language speakers are recognised and met.<a href=""http://gov.uk/"" target=""_blank""> GOV.UK</a> gives every central government organisation the ability to publish content in Welsh.</p><p><strong><br></strong>There are currently more than 2,000 Welsh-language pages on<a href=""http://gov.uk/"" target=""_blank""> GOV.UK</a>, an increase of over 50 percent in the past 12 months.</p>","Williams, Hywel","Plaid Cymru","Arfon","Nokes, Caroline",2017-07-04,2017-07-10,12,"welsh, language, request"
"370",370,"2918","To ask the Minister for the Cabinet Office, what estimate he has made of the (a) amount and (b) proportion of public procurement spent by the Government placed with small and medium-sized enterprises in the Arfon constituency in each of the last three years.","<p>In 2014-15, Central Government spent over £12 billion (27.1%) with small and medium sized businesses, which shows a continued year on year increase in SMEs winning public procurements. The Manifesto committed to ensuring of 33% of spend with SMEs by the end of this Parliament.</p><p>Information on all public sector suppliers within a specific constituency is not held centrally.</p><p> </p>","Williams, Hywel","Plaid Cymru","Arfon","Nokes, Caroline",2017-07-04,2017-07-24,105,"medium, small, sized"
"371",371,"2919","To ask the Minister for the Cabinet Office, which Government services are only available in the Welsh language on request.","<p>Government departments are accountable for the provision of their services in the Welsh language, guided by the requirements of their individual Welsh Language schemes. Each department has its own system for understanding the need to translate services, for example whether they accept translation requests from the public.</p>","Williams, Hywel","Plaid Cymru","Arfon","Nokes, Caroline",2017-07-04,2017-07-10,12,"welsh, language, request"
"372",372,"2920","To ask the Minister for the Cabinet Office, what assessment he has made of the potential merits of introducing a right to equality of service for Welsh language users of Government digital services.","<p>We are committed to ensuring that the needs of Welsh language speakers are recognised and met. The Government Digital Service is working together with Wales Office to understand how high-quality online user journeys can best be provided to Welsh-language speakers.</p>","Williams, Hywel","Plaid Cymru","Arfon","Nokes, Caroline",2017-07-04,2017-07-10,12,"welsh, language, request"
"373",373,"2921","To ask the Minister for the Cabinet Office, what assessment he has made of the potential merits of providing all Government digital services in the Welsh language in addition to English.","<p>We are committed to ensuring that the needs of Welsh language speakers are recognised and met. The Government Digital Service is working together with Wales Office to understand how high-quality online user journeys can best be provided to Welsh-language speakers.</p>","Williams, Hywel","Plaid Cymru","Arfon","Nokes, Caroline",2017-07-04,2017-07-10,12,"welsh, language, request"
"374",374,"2982","To ask the Minister for the Cabinet Office, pursuant to the Answer of 29 June 2017 to Question 861, on regulation, for what reason funds from the public purse were spent on the Red Tape Challenge in 2016-17 after the programme closed in 2015.","<p>The Red Tape Challenge was launched under the Coalition Government in 2011. The initiative ran until March 2015.</p><p> </p><p>Following the 2015 General Election, the Government continued the focus on improving regulation and established the Cutting Red Tape programme. In November 2016, policy responsibility moved from the Cabinet Office to the Department for Business, Energy and Industrial Strategy.</p><p> </p>","Trickett, Jon","Labour","Hemsworth","Nokes, Caroline",2017-07-04,2017-07-11,185,"red, tape, challenge"
"375",375,"2959","To ask the Minister for the Cabinet Office, whether the Government intends to introduce payroll giving as an option for all government staff.","<p>All 18 central government departments already offer Payroll Giving to their staff.</p>","Reed, Steve","Labour (Co-op)","Croydon North","Nokes, Caroline",2017-07-04,2017-07-12,8,"payroll, engaged, staff"
"376",376,"2776","To ask the Minister for the Cabinet Office, how many non-UK EU citizens, by country of origin are currently living in the UK.","<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>","Vaz, Keith","Labour","Leicester East","Skidmore, Chris",2017-07-04,2017-07-11,186,"nonuk, eu, national"
"377",377,"HL353","Her Majesty's Government whether there has been any review of the lessons learnt from the Iraq Inquiry; and if so, when they intend to publish that review.","<p>The Government has received the report of Public Administration and Constitutional Affairs Committee on the Iraq Inquiry, and will be responding in due course, setting out the lessons learned.</p>","Lord Hennessy of Nympsfield","Not found",NA,"Lord Young of Cookham",2017-07-03,2017-07-18,91,"lessons, learned, learnt"
"378",378,"HL414","Her Majesty's Government, further to the answer by Lord Young of Cookham concerning an English Parliament (HL4548) whether they will explain why an English Parliament would detract from a strong United Kingdom whilst a Scottish Parliament does not.","<p>The Government believes in a strong United Kingdom Parliament for a strong United Kingdom. English votes for English laws embeds fairness and balance into Parliament’s law making process, strengthening England’s voice, just as devolution has strengthened the voices of Scotland, Wales and Northern Ireland within our Union. We therefore do not believe there is public appetite or need for an English Parliament. English Votes for English Laws ensures English matters are approved by English MPs.</p>","Lord Stoddart of Swindon","Not found",NA,"Lord Young of Cookham",2017-07-03,2017-07-13,187,"english, parliament, concerning"
"379",379,"HL416","Her Majesty's Government whether they have any plans to review (1) the National Cyber Security Strategy, and (2) the role and powers of the National Cyber Security Centre.","<p>The Government launched its five year National Cyber Security Strategy in 2016 to ensure that the UK has the right capability and capacity to defend our people, businesses, and assets; deter our adversaries; and develop the skills and capabilities we need across the public and private sectors.</p><p>A significant early milestone to support delivery of the Strategy was the formation of the National Cyber Security Centre. Implementation of the Strategy including the role and powers of the National Cyber Security Centre are subject to continual review to ensure that we are responding at the scale and pace required to meet the challenges we face.</p>","Lord Truscott","Not found",NA,"Lord Young of Cookham",2017-07-03,2017-07-12,63,"centre, cyber, security"
"380",380,"2445","To ask the Minister for the Cabinet Office, when he expects the lessons learned investigation across Whitehall co-ordinated by the National Security Adviser to report.","<p>The Government has received the report of Public Administration and Constitutional Affairs Committee on the Iraq Inquiry, and will be responding in due course, setting out the lessons learned.</p>","Flynn, Paul","Labour","Newport West","Nokes, Caroline",2017-07-03,2017-07-26,91,"lessons, learned, learnt"
"381",381,"2435","To ask the Minister for the Cabinet Office, how many businesses have successfully scaled up from being a start-up to having more than nine employees in each of the last five years.","<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>","Reeves, Rachel","Labour","Leeds West","Skidmore, Chris",2017-07-03,2017-07-11,188,"start, ups, business"
"382",382,"2573","To ask the Minister for the Cabinet Office, if he will ask the Electoral Commission to review political parties' compliance with regulations during the 2017 General Election.","<p>The Government expects an Electoral Commission report on the 2017 General Election in due course. The Commission is an independent regulator which reports directly to the UK Parliament. It is responsible for registering political parties and regulating the spending of and donations and loans to them, and has a statutory duty to report on the administration of certain major electoral events, including UK Parliamentary general elections. The Commission also has a duty to keep under review and report on the law relating to elections.</p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Skidmore, Chris",2017-07-03,2017-07-07,189,"political, parties, regulate"
"383",383,"2630","To ask the Minister for the Cabinet Office, whether he has plans to postpone the 2018 Boundary Commission Review.","<p>The Government's manifesto re-affirms the commitment to deliver equal and updated boundaries and reduce the size of the House of Commons.</p><p> </p><p>Following laws already passed by Parliament, the independent and impartial Boundary Commissions are consulting on their proposals to deliver the boundary changes, and they will submit their final proposals to Parliament in autumn 2018. These reforms will ensure fair and equal representation for the voting public across the United Kingdom.</p><p> </p><p>Equalising the size of constituencies in the Boundary Review will ensure everyone’s vote will carry equal weight. Without such boundary reforms, MPs could end up representing constituencies based on data that is over 20 years’ old, disregarding significant changes in demographics, house building and migration.</p><p> </p>","Drew, Dr David","Labour (Co-op)","Stroud","Skidmore, Chris",2017-07-03,2017-07-07,13,"boundaries, review, 2018"
"384",384,"2657","To ask the Minister for the Cabinet Office, if he will extend the membership of the Coordination Committee to be established between the Government and the Democratic Unionist Party to the hon. Member for North Down.","<p>The modus operandi of the coordination committee will need to be agreed between the Conservative party and the Democratic Unionist party. It will be attended by members of the Conservative Party and the DUP to support the agreement made between the two parties.</p>","Lady Hermon","Independent","North Down","Green, Damian",2017-07-03,2017-07-10,142,"unionist, democratic, parties"
"385",385,"2663","To ask the Minister for the Cabinet Office, what steps he is taking to ensure publication of the minutes of meetings of the co-ordination committee to be established in accordance with the confidence and supply deal agreed on 26 June 2017 between the Democratic Unionist Party and the Government; and if he will make a statement.","<p>The modus operandi of the coordination committee will need to be agreed between the Conservative party and the Democratic Unionist party.</p>","Lady Hermon","Independent","North Down","Green, Damian",2017-07-03,2017-07-21,142,"unionist, democratic, parties"
"386",386,"2664","To ask the Minister for the Cabinet Office, whether ending the anonymity of political donations to parties in Northern Ireland was discussed with the Democratic Unionist Party (DUP) before the deal was signed between the Government and the DUP on 26 June 2017; and if he will make a statement.","<p>The terms of the deal between the Conservative party and the DUP have been set out in the agreement.</p><p>The rules about transparency of political donations are set out in the Political Parties, Elections and Referendums Act 2000. The Government intends to bring forward legislation to extend transparency that already exists for political parties in Great Britain to also cover donations and loans received by Northern Ireland parties on or after 1 July 2017.</p><p><strong></strong><br><br></p>","Lady Hermon","Independent","North Down","Green, Damian",2017-07-03,2017-07-10,142,"unionist, democratic, parties"
"387",387,"2660","To ask the Minister for the Cabinet Office, what the (a) composition and (b) frequency of meetings is of the Co-ordination Committee agreed to be established on 26 June 2017 in the confidence and supply deal agreed between the Democratic Unionist Party and the Government; and if he will make a statement.","<p>The modus operandi of the coordination committee will be agreed between the Conservative party and the Democratic Unionist party. It will be attended by members of the Conservative Party and the DUP to support the agreement made between the two parties.</p>","Lady Hermon","Independent","North Down","Green, Damian",2017-07-03,2017-07-10,142,"unionist, democratic, parties"
"388",388,"2661","To ask the Minister for the Cabinet Office, what the constitutional status of the Co-ordination Committee to be established between the Government and the Democratic Unionist Party in accordance with the deal agreed between them on 26 June 2017; and if he will make a statement.","<p>The Coordination Committee will be established to support the political agreement made between the Conservative party and the Democratic Unionist party.</p>","Lady Hermon","Independent","North Down","Green, Damian",2017-07-03,2017-07-10,142,"unionist, democratic, parties"
"389",389,"2589","To ask the Minister for the Cabinet Office, what steps his Department is taking to reduce the amount of manual processing on paper that it carries out and to make such processing digital.","<p>The government is committed to providing services that are digital by default - reducing paper and manual processing, reducing cost and improving user satisfaction.</p><p><strong> </strong></p><p>The Government Digital Service (GDS), part of the Cabinet Office, leads government in transforming services based around user needs, reducing reliance on paper-based systems and saving money for the taxpayer.</p><p><strong></strong><br><br></p>","Day, Martyn","Scottish National Party","Linlithgow and East Falkirk","Nokes, Caroline",2017-07-03,2017-07-10,154,"manual, paper, amount"
"390",390,"2284","To ask the Minister for the Cabinet Office, if he plans to review the operation of the English Votes for English Laws Standing Orders.","<p>The Government undertook a technical review of the Standing Orders relating to English Votes for English Laws in October 2016. A report was subsequently published on 30 March 2017 in which the Government concluded that the procedures introduced by English Votes have shown to be working well and do not require substantive change at this time. However, Parliament and the Government will continue to work together in monitoring the operation of the procedures.</p><p> </p><p>A copy of the report can be found at the below address:</p><p><a href=""https://www.gov.uk/government/publications/english-votes-for-english-laws-review"" target=""_blank"">https://www.gov.uk/government/publications/english-votes-for-english-laws-review</a></p><p> </p>","Murray, Ian","Labour","Edinburgh South","Skidmore, Chris",2017-06-30,2017-07-05,190,"standing, orders, companion"
"391",391,"2263","To ask the Minister for the Cabinet Office, what advice the Government received from sources outside the Civil Service on the agreement on confidence and supply recently reached between the Government and the Democratic Unionist Party.","<p>The civil service provided support for Government Ministers on issues relating to Government business. Beyond that this is a political agreement between two parties.</p>","Brock, Deidre","Scottish National Party","Edinburgh North and Leith","Green, Damian",2017-06-30,2017-07-10,142,"unionist, democratic, parties"
"392",392,"2302","To ask the Minister for the Cabinet Office, when he plans to publish a response to the Third Party Campaigning Review.","<p>The Government is currently considering Lord Hodgson’s report on third party campaigning. It is considering the report alongside a number of other reports which have made recommendations about the framework of electoral law, such as the the Law Commission’s review of electoral law. The Government will respond to the issues raised in due course.</p>","Reed, Steve","Labour (Co-op)","Croydon North","Skidmore, Chris",2017-06-30,2017-07-05,191,"third, party, deception"
"393",393,"2304","To ask the Minister for the Cabinet Office, if he plans to publish the previous Government's audit on racial disparities in public services announced on 27 August 2016.","<p>We are committed to the Race Disparity Audit and expect to publish the findings soon.</p>","Reed, Steve","Labour (Co-op)","Croydon North","Green, Damian",2017-06-30,2017-07-10,129,"racial, disparities, audit"
"394",394,"2314","To ask the Minister for the Cabinet Office, whether the Salisbury convention will apply to manifesto commitments of the Democratic Unionist Party.","<p>The Salisbury Convention is an important convention whereby the House of Lords does not vote against measures included in the governing Party's manifesto. The DUP are not in Government.</p>","Morris, Grahame","Labour","Easington","Skidmore, Chris",2017-06-30,2017-07-10,148,"manifesto, salisbury, outlined"
"395",395,"2288","To ask the Minister for the Cabinet Office, what comparative assessment he has made of resources allocated to cyber security in the (a) public and (b) private sector.","<p>The National Cyber Security Strategy is supported by £1.9bn of transformational funding to defend our people, businesses, and assets; deter our adversaries; and develop the skills and capabilities we need in both the public and private sectors.</p><p><strong> </strong></p><p>This funding is just part of the total resources and spend on cyber security across the public sector, complementing private sector investment. We have made no comparative assessment of the resources or spend allocated to cyber security in the public and private sectors.</p><p> </p>","Onwurah, Chi","Labour","Newcastle upon Tyne Central","Nokes, Caroline",2017-06-30,2017-07-06,192,"sector, private, cyber"
"396",396,"2270","To ask the Minister for the Cabinet Office, whether the Government remains committed to ensuring consistent levels of transparency on political donations made to political parties.","<p>The rules about transparency of political donations are set out in the Political Parties, Elections and Referendums Act 2000. The Government intends to bring forward legislation to extend transparency that already exists for political parties in Great Britain to also cover donations and loans received by Northern Ireland parties on or after 1 July 2017.</p>","Gwynne, Andrew","Labour","Denton and Reddish","Skidmore, Chris",2017-06-30,2017-07-05,193,"political, donations, parties"
"397",397,"2300","To ask the Minister for the Cabinet Office, with reference to the findings of Oxford University Internet Institute's Computational Propaganda Research Project into voter manipulation, what steps he is taking to ensure that elections are not influenced by botnets spreading fake news.","<p>The National Cyber Security Centre is actively working with local authorities and will continue to work with Cabinet Office to implement successful delivery of secure elections. Our manifesto included various commitments regarding the media, including the need to protect the reliability and objectivity of information essential to our democracy.</p><p> </p>","Flynn, Paul","Labour","Newport West","Skidmore, Chris",2017-06-30,2017-07-17,194,"fake, misleading, internet"
"398",398,"HL291","Her Majesty's Government, further to the Written Answer by Lord Bridges of Headley on 27 June 2016 (HL662), what progress has been made with their consideration of honorary titles for the spouses of women members of the House of Lords; and for same sex spouses and civil partners of members of the House of Lords.","<p>The Government is sympathetic to those who are seeking to change the current system of courtesy titles, and has considered this complex issue. However, resolving this difficult matter is not a priority for the current Parliamentary session.</p>","Lord Lexden","Not found",NA,"Lord Young of Cookham",2017-06-29,2017-07-11,149,"spouses, sex, partners"
"399",399,"HL300","Her Majesty's Government how they plan to ensure that critical national infrastructure is protected to safeguard national security post-Brexit.","<p>The security and resilience of UK Critical National Infrastructure (CNI) is a key priority for the Government. The 2015 National Security Strategy and Strategic Defence and Security Review said that the Government will work with infrastructure owners and operators to mitigate risks to our CNI, and committed Government to ensure the right regulatory framework is in place to ensure our CNI is resilient to future threats.</p><p>Along with Lead Government Departments, the Cabinet Office is reviewing the resilience implications of leaving the EU. This will involve close collaboration with the Department for Exiting the European Union, which is working with all departments to ensure our preparations for exit are on track.</p><p>Matters of national security are often handled bilaterally, and we do not anticipate this changing after leaving the European Union. We will continue to strengthen and grow our close relationships with the CNI community in Ireland and across Europe, as well as our partners in NATO.</p><p>Each year the Government publishes a short public summary of the detailed plans being taken forward by Lead Departments to tackle threats to critical infrastructure. The 2016 summary can be found here:</p><p>https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/568546/sector_security_resilience_plans_14_11_2016.pdf</p>","Lord Truscott","Not found",NA,"Lord Young of Cookham",2017-06-29,2017-07-14,195,"critical, infrastructure, protected"
"400",400,"HL305","Her Majesty's Government, in the light of their commitment to a more outward-looking Global Britain, what steps they are taking to ensure that Government departments refrain from anti-internationalist rhetoric.","<p>As the Prime Minister said to the UN General Assembly, the United Kingdom has always been an outward-facing, global partner at the heart of international efforts to secure peace and prosperity for all. She also pledged that the UK will be a confident, strong and dependable partner internationally – true to the UN's universal values. Both the rhetoric, but also the policy at the heart of this government's approach, make it clear that our posture must be internationalist as we build a new, deep and special partnership with our European neighbours and seek to strengthen our global role and relations. This sets a clear tone for all Government departments' approach.</p>","Lord Judd","Not found",NA,"Lord Young of Cookham",2017-06-29,2017-07-18,196,"outward, inward, antiinternationalist"
"401",401,"1946","To ask the Minister for the Cabinet Office, how many people are registered as self-employed in East Renfrewshire constituency.","<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>","Masterton, Paul","Conservative","East Renfrewshire","Skidmore, Chris",2017-06-29,2017-07-04,146,"self, employed, constituency"
"402",402,"1975","To ask the Minister for the Cabinet Office, if he will publish a list of people who attended each negotiation session which led to the Government's agreement with the Democratic Unionist Party.","<p>This is an agreement between two political parties. For the Conservative Party negotiations were led by Gavin Williamson MP and the First Secretary of State, and by Jeffrey Donaldson MP and Nigel Dodds MP for the DUP, involving members of each party as necessary.</p>","Brock, Deidre","Scottish National Party","Edinburgh North and Leith","Green, Damian",2017-06-29,2017-07-05,142,"unionist, democratic, parties"
"403",403,"1977","To ask the Minister for the Cabinet Office, if he will publish the minutes and any notes taken of the meetings between the Government and the Democratic Unionist Party which led to the agreement on confidence and supply.","<p>Discussions between the Democratic Unionist Party and the Conservative Party have been political and no minutes have been taken.</p>","Brock, Deidre","Scottish National Party","Edinburgh North and Leith","Green, Damian",2017-06-29,2017-07-05,142,"unionist, democratic, parties"
"404",404,"1951","To ask the Minister for the Cabinet Office, if he plans to introduce legislation to regulate spending by political parties on online advertising.","<p>Legislation is already in place to regulate spending by political parties on online advertising. The Political Parties, Elections and Referendums Act 2000 regulates certain spending by political parties in the period running up to major elections. This includes spending on advertising both online and offline.</p>","Flynn, Paul","Labour","Newport West","Skidmore, Chris",2017-06-29,2017-07-05,189,"political, parties, regulate"
"405",405,"2177","To ask the Minister for the Cabinet Office, what comparative assessment he has made of spend on cyber security in the public and private sectors.","<p>The National Cyber Security Strategy is supported by £1.9bn of transformational funding to defend our people, businesses, and assets; deter our adversaries; and develop the skills and capabilities we need in both the public and private sectors.</p><p><strong> </strong></p><p>This funding is just part of the total resources and spend on cyber security across the public sector, complementing private sector investment. We have made no comparative assessment of the resources or spend allocated to cyber security in the public and private sectors.</p><p> </p>","Onwurah, Chi","Labour","Newcastle upon Tyne Central","Nokes, Caroline",2017-06-29,2017-07-06,192,"sector, private, cyber"
"406",406,"2214","To ask the Minister for the Cabinet Office, pursuant to the Answer of 28 June 2017 to Question 689, if he will publish the list of areas in which voter identification pilots will take place in the May 2018 elections.","<p>We are currently engaging with local authorities. We will make an announcement later in the year once we have confirmed which local authorities are participating.</p>","McMahon, Jim","Labour (Co-op)","Oldham West and Royton","Skidmore, Chris",2017-06-29,2017-07-04,16,"2018, pilot, identification"
"407",407,"2147","To ask the Minister for the Cabinet Office, whether any Government Departments use Medoc software.","<p>The Government does not hold a central inventory of software used by departments. However, the National Cyber Security Centre has encouraged any victims or potential victims of the recent malware incident to contact them directly.</p>","Haigh, Louise","Labour","Sheffield, Heeley","Nokes, Caroline",2017-06-29,2017-07-05,197,"software, medoc, components"
"408",408,"2063","To ask the Minister for the Cabinet Office, how many public contracts have been awarded to Galliford Try in (a) Easington constituency and (b) the UK in each of the last five years.","<p>Since January 2011, details of central government contracts above the value of £10,000 are published on Contracts Finder. Contracts published prior to 26 February 2015 can be viewed at:</p><p><a href=""https://data.gov.uk/data/contracts-finder-archive"" target=""_blank"">https://data.gov.uk/data/contracts-finder-archive</a></p><p> </p><p>Those published after 26 February 2015 can be viewed at:</p><p><a href=""https://www.contractsfinder.service.gov.uk/Search"" target=""_blank"">https://www.contractsfinder.service.gov.uk/Search</a></p><p> </p>","Morris, Grahame","Labour","Easington","Nokes, Caroline",2017-06-29,2017-07-05,198,"easington, internet, never"
"409",409,"2059","To ask the Minister for the Cabinet Office, if he will introduce legislation to require all polling stations to be accessible to people with disabilities.","<p>Under the Representation of the People Act 1983 local authorities who are responsible for designating polling places, within which polling stations are located must seek to ensure that so far as is reasonable and practicable every polling place for which it is responsible is accessible to electors who are disabled.</p><p><strong> </strong></p><p>The Government has established the accessibility to elections working group, including MENCAP and RNIB, and is determined to ensure that all polling stations are as accessible as possible in order to ensure people with disabilities can participate fully in our democracy.</p><p> </p>","Morris, Grahame","Labour","Easington","Skidmore, Chris",2017-06-29,2017-07-07,199,"disabilityed, access, people"
"410",410,"2118","To ask the Minister for the Cabinet Office, what assessment the Joint Intelligence Committee has made of the claim by the US Administration that preparations for an imminent attack using chemical weapons are being made by the Syrian Government.","<p>The Prime Minister has tasked the Chairman of the Joint Intelligence Committee to provide the National Security Council with frequently updated assessments of the information held by the government and our allies on matters of this nature. It would not be appropriate, for reasons of national security, to make these assessments public.</p>","Thornberry, Emily","Labour","Islington South and Finsbury","Green, Damian",2017-06-29,2017-07-10,200,"intelligence, joint, syria"
"411",411,"2119","To ask the Minister for the Cabinet Office, if he will publish the Joint Intelligence Committee's findings on the chemical weapons attack on 4 April 2017 in Khan Sheikhoun.","<p>I refer the honourable member to the statement by the Foreign Secretary on 18 April 2017 which provides the government's assessment of the attack in Khan Sheikhoun, Syria on 4 April.</p>","Thornberry, Emily","Labour","Islington South and Finsbury","Green, Damian",2017-06-29,2017-07-10,200,"intelligence, joint, syria"
"412",412,"2120","To ask the Minister for the Cabinet Office, if he will request an independent assessment by the Joint Intelligence Committee of the (a) total size of the Syrian Government's stockpile of chemical weapons, (b) number and location of facilities at which chemical weapons are stored by the Syrian Government, (c) number and location of facilities involved in the production of chemical weapons on behalf of the Syrian Government and (d) likelihood of another attack by Syrian Government forces in which chemical weapons are used; and if he will publish a summary of that assessment.","<p>The Prime Minister has tasked the Chairman of the Joint Intelligence Committee to provide the National Security Council with frequently updated assessments of the information held by the government and our allies on matters of this nature. It would not be appropriate, for reasons of national security, to make these assessments public.</p>","Thornberry, Emily","Labour","Islington South and Finsbury","Green, Damian",2017-06-29,2017-07-10,200,"intelligence, joint, syria"
"413",413,"900242","To ask the Minister for the Cabinet Office, what steps the Government is taking to ensure that devolution settlements take account of the implications of the UK leaving the EU for everyone in the UK.","<p>The Government is committed to ensuring that withdrawal from the EU is a successful and smooth process for the whole of the UK and that no new barriers to living and working within our union are created. The Repeal Bill will take account of devolution as it prepares us to leave the EU.</p>","Allen, Heidi","Conservative","South Cambridgeshire","Green, Damian",2017-06-29,2017-07-05,75,"everyone, devolution, settlements"
"414",414,"900239","To ask the Minister for the Cabinet Office, what steps the Government is taking to strengthen the Union.","<p>We will strengthen the social, economic, and cultural bond between England, Northern Ireland, Scotland, and Wales. We will: secure a Brexit deal that works for all of the UK; develop a UK Shared Prosperity Fund to reduce regional inequalities; and deliver an industrial strategy to secure prosperity across the country.</p>","Cartlidge, James","Conservative","South Suffolk","Green, Damian",2017-06-29,2017-07-05,201,"strengthen, union, identification"
"415",415,"900238","To ask the Minister for the Cabinet Office, what steps the Government is taking to modernise and improve the electoral registration process.","<p>The Register to Vote website has transformed our democratic engagement process and we want to explore the possibility of further digital solutions, to further improve the system. We are now looking at evidence collected through the general election to see which developments could make the electoral process even more accessible.</p>","Stewart, Iain","Conservative","Milton Keynes South","Skidmore, Chris",2017-06-29,2017-07-05,202,"modernisation, process, registration"
"416",416,"900243","To ask the Minister for the Cabinet Office, what steps the Government is taking to ensure access to Government services for people with disabilities.","<p>Government has committed to ensuring that services are accessible for all users, including people with disabilities. The Government Digital Service provides guidance to support departments, has created a cross government accessibility community to enable collaboration, and reviews the services it assesses against accessibility requirements.</p>","Scully, Paul","Conservative","Sutton and Cheam","Nokes, Caroline",2017-06-29,2017-07-05,199,"disabilityed, access, people"
"417",417,"HL224","Her Majesty's Government whether the timetable for the changes to parliamentary constituency boundaries is proceeding as previously planned, and if so, what the next stage will be; and when it will take place.","<p>The Government's manifesto re-affirms the commitment to deliver equal and updated boundaries and reduce the size of the House of Commons.</p><p>The conduct of the current boundary review, which is proceeding in accordance with the laws already passed by Parliament, is a matter for the independent and impartial Boundary Commissions. Further information can be found on the websites for each of the four Boundary Commissions.</p>","Lord Greaves","Not found",NA,"Lord Young of Cookham",2017-06-28,2017-07-04,13,"boundaries, review, 2018"
"418",418,"1710","To ask the Minister for the Cabinet Office, if he will update the ransomware guidance from the National Cyber Security Centre.","<p>The latest update to NCSC’s general ransomware guidance was published in October 2016. This has been updated and supplemented with specific guidance regarding the WannaCry global ransomware attack over the period 17th – 19th May 2017. NCSC guidance is subject to a regular review process and updated as necessary.</p>","Haigh, Louise","Labour","Sheffield, Heeley","Nokes, Caroline",2017-06-28,2017-07-05,64,"ransomware, cyber, viruses"
"419",419,"1758","To ask the Minister for the Cabinet Office, what estimate he has made of the number of cyber security incidents dealt with by (a) GCHQ and (b) the National Cyber Security Centre in each year since 2010.","<p>There have been 480 incidents requiring NCSC coordination since October 2016. The NCSC was established to simplify existing structures, bringing together the cyber security operations and information assurance arms of GCHQ, CERT-UK, the cyber elements of the Centre for the Protection of National Infrastructure (CPNI) and the Centre for Cyber Assessment. Prior to NCSC formation, cyber incidents were recorded via differing means and to a variety of thresholds, and as such, previous figures are not available for comparison.</p>","Haigh, Louise","Labour","Sheffield, Heeley","Nokes, Caroline",2017-06-28,2017-07-03,68,"serious, incidence, gchq"
"420",420,"1759","To ask the Minister for the Cabinet Office, what estimate he has made of the number of data breaches across central Government Departments in (a) 2015-16 and (b) 2016-17.","<p>The Cabinet Office does not require Central Government Departments to report their personal data breaches and so does not hold this information centrally. Each department is accountable to Parliament for the protection of data that they hold. Departments formally report data breaches to the Information Commissioner’s Office where appropriate and record these breaches in their Annual Reports.</p>","Haigh, Louise","Labour","Sheffield, Heeley","Nokes, Caroline",2017-06-28,2017-07-03,203,"17, 16, 2016"
"421",421,"1693","To ask the Minister for the Cabinet Office, whether the agendas and minutes of all future meetings of the Government's coordination committee with the Democratic Unionist party will be made public.","<p>The modus operandi of the coordination committee will need to be agreed between the Conservative party and the Democratic Unionist party.</p>","Farron, Tim","Liberal Democrat","Westmorland and Lonsdale","Green, Damian",2017-06-28,2017-07-04,142,"unionist, democratic, parties"
"422",422,"1748","To ask the Minister for the Cabinet Office, what recent estimate he has made of the number of non-UK EU nationals living in (a) the UK, (b) the North East and (c) Newcastle-upon-Tyne.","<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>","McKinnell, Catherine","Labour","Newcastle upon Tyne North","Skidmore, Chris",2017-06-28,2017-07-03,204,"tyne, newcastle, upon"
"423",423,"1878","To ask the Minister for the Cabinet Office, what steps he is taking to increase voter registration.","<p>The Government is committed to working with the electoral community to maximise electoral registration to ensure everyone who is eligible to vote in polls is able to do so. It is widely recognised that the introduction of online registration has transformed democratic engagement, making it easier, simpler and faster for people to register to vote. For the recent General Election, nearly 3 million applications to register to vote were received between the announcement of the General Election on April 18 and the registration deadline on May 22. Informal indications are that the parliamentary registers used for the general election were the largest ever.</p><p> </p><p> </p>","Timms, Stephen","Labour","East Ham","Skidmore, Chris",2017-06-28,2017-07-03,205,"increase, registration, voter"
"424",424,"1885","To ask the Minister for the Cabinet Office, what recent assessment he has made of the potential merits of lowering the voting age to 16.","<p>I refer the hon. Member to the reply I gave to the hon. Member for Easington on Wednesday 28 June 2017 to written question 358.</p>","Timms, Stephen","Labour","East Ham","Skidmore, Chris",2017-06-28,2017-07-03,206,"16, vote, age"
