Question_MP,Question_Text,Question_ID,MP_Constituency,Question_Date,Answer_Text,Answer_MP,Answer_Date,Party
"Pugh, John","To ask the Minister for the Cabinet Office, what comparative assessment he has made of labour productivity in the South West and England.",18129,Southport,2015-11-30,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2015-12-02,Liberal Democrat
"Dodds, Nigel","To ask the Minister for the Cabinet Office, what discussions he has had with the Northern Ireland Executive about comparative support between Northern Ireland and the rest of the UK for charities for encouraging young people to get involved in social action.",18164,Belfast North,2015-11-30,"<p>Officials from the Office for Civil Society have regular contact with their counterparts in Northern Ireland on a range of matters of mutual interest, including better charity regulation. I would personally welcome any further contact and future collaboration in driving forward our mutually important agenda.</p><br />","Wilson, Rob",2015-12-07,Democratic Unionist Party
"Haigh, Louise","To ask the Minister for the Cabinet Office, by when Departments are required to publish Single Departmental Plans.",18152,"Sheffield, Heeley",2015-11-30,"<p>Single Departmental Plans will constitute a single, clear roadmap for departments, bringing together plans for implementing strategic, operational, corporate and efficiency objectives. A public version of the Single Departmental Plans will be published on gov.uk in January 2016Single Departmental Plans will constitute a single, clear roadmap for departments, bringing together plans for implementing strategic, operational, corporate and efficiency objectives. A public version of the Single Departmental Plans will be published on gov.uk in January 2016.</p>","Letwin, Oliver",2015-12-03,Labour
"Sheppard, Tommy","To ask the Minister for the Cabinet Office, what recent progress has been made on the Big Society initiative.",18153,Edinburgh East,2015-11-30,"<p>The UK Government is committed to the Big Society and the increase of social action in communities. The Spending Review has seen this commitment reaffirmed byfunding 300,000 NCS places by 2020, ensuring that any young person who wants to participate is guaranteed a place, and an extra£80million to grow Social Investment. These initiatives are helping to empower people around the country to build more resilient communities and a stronger society for all.</p><p /> <p>Civil Society and Communities policy are fully devolved in Scotland, Wales and Northern Ireland.</p><br />","Wilson, Rob",2015-12-07,Scottish National Party
"Haigh, Louise","To ask the Minister for the Cabinet Office, what (a) redundancy and (b) voluntary exit programmes for civil servants are currently in operation in each department.",18113,"Sheffield, Heeley",2015-11-30,<p>This information on the number of exit schemes currently in operation is not collated centrally.</p><br />,"Hancock, Matthew",2015-12-03,Labour
"Shannon, Jim","To ask the Minister for the Cabinet Office, what steps he is taking to reduce the cost to the economy of computer hacking.",18219,Strangford,2015-11-30,"<p>The Government takes cyber security very seriously: since 2011 we have invested £860 million in a National Cyber Security Programme to protect the UK from cyber attack. Measures have included: setting up a National Cyber Crime Unit, establishing CERT-UK – a computer emergency response team, creating a Cyber Information Sharing Partnership for companies to share information, the Cyber Essentials Scheme for businesses, cyber risk reviews for companies and developing cyber initiatives into the education process.</p><p>We will invest £1.9b in cyber security over the next five years to protect the UK from cyber attack. This ambitious level of investment will include: a programme of active cyber defence; creation of a National Cyber Centre and an ambitious skills programme.</p><br />","Hancock, Matthew",2015-12-08,Democratic Unionist Party
"Arkless, Richard","To ask the Minister for the Cabinet Office, how many community projects have benefited from monies allocated by Scotland's Big Lottery Fund in Dumfries and Galloway constituency in the last five years.",18121,Dumfries and Galloway,2015-11-30,"<p>Information on the community projects in the Dumfries and Galloway constituency that have benefited from monies allocated by the Big Lottery Fund in Scotland in the last five years is available on the Big Lottery Fund website<a href=""https://www.biglotteryfund.org.uk/about-big/big-lottery-fund-in-your-constituency"" target=""_blank"">https://www.biglotteryfund.org.uk/about-big/big-lottery-fund-in-your-constituency</a>.</p><br />","Wilson, Rob",2015-12-10,Scottish National Party
"Percy, Andrew","To ask the Minister for the Cabinet Office, what estimate he has made of the number of children being cared for by a single parent in (a) Brigg and Goole constituency and (b) Yorkshire and the Humber.",192279,Brigg and Goole,2014-03-17,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-19,Conservative
"Ruane, Chris","To ask the Minister for the Cabinet Office, what change there has been in median gross weekly earnings for (a) men and (b) women in Vale of Clwyd constituency since 2010.",192077,Vale of Clwyd,2014-03-17,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-20,Labour
"Ruane, Chris","To ask the Minister for the Cabinet Office, what recent estimate he has made of the number of jobseekers over the age of (a) 50 and (b) 60 years in Vale of Clwyd constituency.",192078,Vale of Clwyd,2014-03-17,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-19,Labour
"Haigh, Louise","To ask the Minister for the Cabinet Office, pursuant to the Answer of 1 December 2015 to Question 17505, when he will publish the September half-yearly update on the job titles and pay grades of senior civil servants within his Department.",18409,"Sheffield, Heeley",2015-12-01,"<p>The government publishes information on the job titles and pay grades of senior civil servants along with the numbers of staff they manage on a twice yearly basis.</p><br /><p>The Cabinet Office expects to publish an updated organogram at <a href=""https://data.gov.uk/organogram/cabinet-office"" target=""_blank"">https://data.gov.uk/organogram/cabinet-office</a>in due course.</p><br />","Hancock, Matthew",2015-12-04,Labour
"Haigh, Louise","To ask the Minister for the Cabinet Office, when he plans to update information online on civil servants earning an annual salary of over £150,000.",18440,"Sheffield, Heeley",2015-12-01,"<p>As part of its transparency agenda, the Government is committed to publishing an annual list of senior officials in departments, agencies and Non-Departmental Public Bodies with pay rates of £150,000 and above. The 2015 list will be published on the Cabinet Office website shortly.</p>","Hancock, Matthew",2015-12-04,Labour
Baroness Parminter,"To ask Her Majesty’s Government, further to the remarks by Lord Faulks on 18 November (HL Deb, col 176), which scientific studies informed the comments that ""there is a considerably held view"" that the adult brain reaches maturity at age 25, and that ""scientific study of the adolescent brain has yet to identify an obvious point at which we can distinguish between adolescent and adults"".",HL4166,NA,2015-12-02,"<p>The age of majority is a complex subject and one which requires careful consideration. A range of differing academic views on adolescent brain development exist, for example those set out by Professor Laurence Steinberg or Dr Jay Giedd. In ‘Changing Prisons, Saving Lives - Report of the Independent Review into Self-inflicted Deaths in Custody of 18-24 year olds’ (published in July 2015), the Harris review panel comment that ‘research shows that brain structures continue to mature and develop well into the twenties’<em>(citing ‘White Matter Development in Adolescence: A DTI Study’ by Dr Miya Asato et al).</em></p>",Lord Bridges of Headley,2015-12-16,Not found
Lord Pearson of Rannoch,"To ask Her Majesty’s Government, further to the Written Answer by Lord Bridges of Headley on 10 June (HL56), whether they will provide updated statistics for the tables entitled <i>Growth in the UK Muslim Population</i>, to show the most recent figures available.",HL4184,NA,2015-12-02,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,Lord Bridges of Headley,2015-12-16,Not found
"Campbell, Gregory","To ask the Minister for the Cabinet Office, what estimate he has made of the number of (a) full-time and (b) part-time employees earning less than £10,000 per annum.",18577,East Londonderry,2015-12-02,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2015-12-07,Democratic Unionist Party
"Bailey, Rebecca Long","To ask the Minister for the Cabinet Office, what Government property is located in Salford and Eccles constituency.",18561,Salford and Eccles,2015-12-02,"<p>A list of properties located in the Salford and Eccles constituency drawn from the central database of Government properties and land across the UK, e-PIMS™ is attached. A copy of this will be placed in the Library of the House. Government owned property can be found at:<a href=""http://www.gov.uk/find-government-property"" target=""_blank"">www.gov.uk/find-government-property</a>.</p><p>Information is only held centrally on the Central Civil Estate. Any information outside of this is held locally by departments.</p>","Hancock, Matthew",2015-12-10,Labour
"Ashworth, Jonathan","To ask the Minister for the Cabinet Office, on how many occasions a special adviser in his Department accompanied a Minister on an overseas trip since May 2015.",18495,Leicester South,2015-12-02,"<p>As has been the case under successive Administrations, civil servants, including special advisers, may routinely accompany their Ministers on official visits.</p><p>Information relating to Ministers' overseas visits are published on my Department’s website, as part of the Government’s wider transparency agenda.</p><p>All ministerial travel is undertaken in accordance with the Ministerial Code</p>","Hancock, Matthew",2015-12-09,Labour (Co-op)
"Timms, Stephen","To ask the Minister for the Cabinet Office, pursuant to the Answer of 26 November 2015 to Question 17301, what proportion of (a) males aged 16 to 24, (b) males aged 16 to 18, (c) males aged 19-20, (d) males aged 21-22, (e) males aged 23-24, (f) women aged 16 to 18, (g) women aged 19-20, (h) women aged 21-22 and (i) women aged 23 to 34 had been unemployed for more than 12 months on the latest date for which figures are available.",18746,East Ham,2015-12-03,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2015-12-08,Labour
"Ashworth, Jonathan","To ask the Minister for the Cabinet Office, pursuant to the Answer of 11 September 2015 to Question 8466, whether any further Departments have established or are planning to establish an Extended Ministerial office.",18656,Leicester South,2015-12-03,<p>An Extended Ministerial Office has been approved in the Scotland Office.</p>,"Hancock, Matthew",2015-12-08,Labour (Co-op)
Baroness Corston,To ask Her Majesty’s Government whether they have a policy on the use of public relations companies by private organisations delivering public services under government contracts.,HL4204,NA,2015-12-03,"<p>We do not currently have a specific policy on the use of public relations companies by private organisations delivering public services under government contracts, but we expect the very highest value for money in all things.</p>",Lord Bridges of Headley,2015-12-17,Not found
Lord Rennard,To ask Her Majesty’s Government what assessment they have made of the annual effect of the planned reductions to Policy Development Grants on political parties' funding for policy development.,HL4230,NA,2015-12-03,<p>The total amount available for policy development grants is to be reduced by 19 per cent. This is in line with the savings asked of non­ protected departments as part of the Spending Review and will ensure that political parties in receipt of taxpayer funding contribute to the savings that are also being asked of local and central government.</p><p>The Electoral Commission determines the grant available to each eligible political party as part of the scheme.</p>,Lord Bridges of Headley,2015-12-17,Not found
Lord Rennard,To ask Her Majesty’s Government what is the estimated annual cost of their special advisers.,HL4231,NA,2015-12-03,"<p>I refer the Noble Lord to the Written Statement made on 17 December 2015, HLWS417, which I have attached for each of reference.</p><p>The attached list of Special Advisers sets out the names of the Special Advisers in post as of December 2015, each special adviser’s pay band, and actual salary (where this is higher than the Senior Civil Service entry-level salary), together with details of the total pay bill for 2014-15 and the estimate for 2015-16. The cost has fallen from last year, and the cost represents just 0.08 per cent of the Civil Service pay bill.</p>",Lord Bridges of Headley,2015-12-17,Not found
Lord Rennard,"To ask Her Majesty’s Government what plans they have, if any, to reduce the costs of government special advisers.",HL4232,NA,2015-12-03,"<p>I refer the Noble Lord to the Written Statement made on 17 December 2015, HLWS417, which I have attached for each of reference.</p><p>The attached list of Special Advisers sets out the names of the Special Advisers in post as of December 2015, each special adviser’s pay band, and actual salary (where this is higher than the Senior Civil Service entry-level salary), together with details of the total pay bill for 2014-15 and the estimate for 2015-16. The cost has fallen from last year, and the cost represents just 0.08 per cent of the Civil Service pay bill.</p>",Lord Bridges of Headley,2015-12-17,Not found
Lord Rennard,"To ask Her Majesty’s Government what plans they have to introduce a limit on the size of personal, or company, donations to political parties.",HL4233,NA,2015-12-03,"<p>We remain committed to negotiating a comprehensive cross-party reform agreement, including donations from all funding sources including trade unions.</p>",Lord Bridges of Headley,2015-12-21,Not found
Lord Rennard,To ask Her Majesty’s Government what plans they have to limit spending in particular constituencies during a general election campaign to prevent any imbalance in the funding available to candidates unduly affecting election outcomes.,HL4234,NA,2015-12-03,"<p>Existing electoral law limits spending.The Representation of the People Act 1983 sets limits for spending by candidates, and for those campaigning for or against a candidate, at a General Election. The Political Parties, Elections and Referendums Act 2000 sets constituency limits for spending by third party campaigners at General Elections.</p>",Lord Bridges of Headley,2015-12-17,Not found
Baroness Royall of Blaisdon,To ask Her Majesty’s Government what discussions they have had regarding the funding of youth social action projects outside National Citizen Service.,HL4236,NA,2015-12-03,"<p>Cabinet Office is committed to making social action a part of life for all 10-20 year olds, creating opportunities for young people to develop new skills and give back to their community.</p><p>In 2015/16 Cabinet Office will invest £1.2 million to support the development of national and local youth social action opportunities for 10-20 year olds. The investment has been match funded by Pears Foundation and UK Community Foundations. These funds will run until July 2017.</p><p>Cabinet Office has also invested £10 million, through LIBOR fines, in Youth United to run the Uniformed Youth Social Action Fund. This fund aims to create over 15,000 places in uniformed youth groups in the UK.</p><p>We will be making further announcements on youth funding in due course.</p>",Lord Bridges of Headley,2015-12-17,Not found
Baroness Royall of Blaisdon,To ask Her Majesty’s Government how they plan to support the #iwill campaign to meet its aim of having an additional 1.5 million young people involved in social action by 2020.,HL4237,NA,2015-12-03,"<p>The Cabinet Office has pledged to support the #iwill campaign by ensuring that all young people have the opportunity to engage in meaningful youth social action opportunities.</p><p>We have also invested £1.2 million to support the development of youth social action opportunities in low socio-economic and rural areas and the East of England and £10 million of LIBOR fines to create over 15,000 places in uniformed youth groups in the UK.</p>",Lord Bridges of Headley,2015-12-17,Not found
Baroness Royall of Blaisdon,To ask Her Majesty’s Government what assessment they have made of the progress made by the #iwill campaign towards meeting its aim of having an additional 1.5 million young people involved in social action by 2020.,HL4238,NA,2015-12-03,"<p>Cabinet Office and Step Up To Serve commissioned Ipsos MORI to survey 2,021 10-20 year olds in September 2015 to determine the proportion of young people involved in social action in the UK. The survey helps to measure the progress of the #iwill campaign and found that 42% of 10-20 year olds took part in meaningful social action.</p><p>Cabinet Office has pledged to support the #iwill campaign by ensuring that young people from all backgrounds have the opportunity to engage in meaningful youth social action opportunities.</p><p>Opportunities for young people to get involved in youth social action can be found through the #iwill campaign website which sets out many of the excellent programmes that already exist in the UK.</p>",Lord Bridges of Headley,2015-12-17,Not found
Baroness Royall of Blaisdon,To ask Her Majesty’s Government what assessment they have made of the impact of the reduction in the Cabinet Office budget on the budget for the Office of Civil Society.,HL4239,NA,2015-12-03,"<p>The Office for Civil Society will make general efficiency savings in its core budget, but it will also receive an additional £80million to grow social investment and the funding to offer up to 300,000 National Citizen Service places in 2019/20.</p>",Lord Bridges of Headley,2015-12-17,Not found
"Percy, Andrew","To ask the Minister for the Cabinet Office, how many people in Brigg and Goole constituency no longer claim unemployment benefit as a result of gaining employment in 2013.",192280,Brigg and Goole,2014-03-17,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-19,Conservative
"Powell, Lucy","To ask the Minister for the Cabinet Office, what estimate he has made of the number of workplace nurseries available to staff in (a) his Department and (b) his Department's executive agencies or non-departmental public bodies in (i) 2010, (ii) 2013-14 and (iii) 2014-15.",192438,Manchester Central,2014-03-17,"<p>The Government's childcare offer will provide flexible support for all eligible working families while maintaining a free, universal early education support. Alongside this, the Government is also taking action to drive up the supply of high quality childcare provision and to open up more choice for parents. </p><p>I refer the hon. Member to the answer I gave to the hon. Member for Washington and Sunderland West on 3 March 2014 (Official Report) Column Ref: 664W. </p><p> </p>","Maude, Francis",2014-03-20,Labour (Co-op)
"Vaz, Keith","To ask the Minister for the Cabinet Office, how much sugar was purchased for No. 10 Downing Street in 2013.",192416,Leicester East,2014-03-17,<p>The Prime Minister's Office is an integral part of the Cabinet Office.</p><p>This information is not held.</p><p> </p>,"Maude, Francis",2014-03-19,Labour
"Stephenson, Andrew","To ask the Minister for the Cabinet Office, what estimate he has made of the number of people in (a) Pendle constituency, (b) Lancashire and (c) the North West who have jobs which primarily require working (i) during the day and (ii) at night.",192413,Pendle,2014-03-17,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-25,Conservative
Lord Grocott,"To ask Her Majesty’s Government, further to the Written Answer by the Lord Privy Seal on 3 December (HL3732), when were the three occasions on which the House withheld its agreement to an affirmative instrument between World War II and 2010, and which instrument was not agreed to on each occasion.",HL4273,NA,2015-12-07,"<p>The three occasions on which the House withheld its agreement to an affirmative instrument prior to 2010 were on 18 June 1968; 22 February 2000; and 28 March 2007. The instruments not agreed to were the Southern Rhodesia (United Nations Sanctions) Order 1968; the Greater London Authority (Election Expenses) Order 2000; and the Gambling (Geographical Distribution of Casino Premises Licences) Order 2007, respectively.</p>",Baroness Stowell of Beeston,2015-12-21,Not found
Lord Grocott,"To ask Her Majesty’s Government, further to the Written Answer by the Lord Privy Seal on 12 November (HL3121), how many members there were in the House of Lords of (1) the government party, or parties, and (2) the official opposition party, in each year since 1997.",HL4274,NA,2015-12-07,"<p>For each of the sessions requested, I have set out below the number of those peers eligible to take part in the work of the House of Lords sitting on the Government benches and those of the benches of HM Official Opposition.</p><br /><table><tbody><tr><td><p>Year</p></td><td><p>Governing Party/Parties</p></td><td><p>HM Official Opposition</p></td></tr><tr><td><p>97-98</p></td><td><p>Lab: 176</p></td><td><p>Con: 478</p></td></tr><tr><td><p>98-99</p></td><td><p>Lab: 193</p></td><td><p>Con: 484</p></td></tr><tr><td><p>99-00</p></td><td><p>Lab: 201</p></td><td><p>Con: 232</p></td></tr><tr><td><p>00-01</p></td><td><p>Lab: 195</p></td><td><p>Con: 225</p></td></tr><tr><td><p>01-02</p></td><td><p>Lab: 190</p></td><td><p>Con: 217</p></td></tr><tr><td><p>02-03</p></td><td><p>Lab: 185</p></td><td><p>Con: 210</p></td></tr><tr><td><p>03-04</p></td><td><p>Lab: 201</p></td><td><p>Con: 202</p></td></tr><tr><td><p>04-05</p></td><td><p>Lab: 199</p></td><td><p>Con: 205</p></td></tr><tr><td><p>05-06</p></td><td><p>Lab: 212</p></td><td><p>Con: 208</p></td></tr><tr><td><p>06-07</p></td><td><p>Lab: 217</p></td><td><p>Con: 202</p></td></tr><tr><td><p>07-08</p></td><td><p>Lab: 214</p></td><td><p>Con: 199</p></td></tr><tr><td><p>08-09</p></td><td><p>Lab: 212</p></td><td><p>Con: 189</p></td></tr><tr><td><p>09-10</p></td><td><p>Lab: 211</p></td><td><p>Con: 185</p></td></tr><tr><td><p>10-12</p></td><td><p>Con: 214 Lib Dem: 90</p></td><td><p>Lab: 235</p></td></tr><tr><td><p>12-13</p></td><td><p>Con: 212 Lib Dem: 89</p></td><td><p>Lab: 222</p></td></tr><tr><td><p>13-14</p></td><td><p>Con: 220 Lib Dem: 99</p></td><td><p>Lab: 218</p></td></tr><tr><td><p>14-15</p></td><td><p>Con: 226 Lib Dem: 103</p></td><td><p>Lab: 216</p></td></tr><tr><td><p>15-16 (as at 21/12/15)</p></td><td><p>Con: 251</p></td><td><p>Lab: 213</p></td></tr></tbody></table><br />",Baroness Stowell of Beeston,2015-12-21,Not found
Lord Taylor of Warwick,To ask Her Majesty’s Government what assessment they have made of reports that BAME civil servants struggle more than their white counterparts to reach senior positions in Whitehall.,HL4288,NA,2015-12-07,"<p>The Government is committed to ensuring a diverse Civil Service that is representative of Modern Britain at all levels.</p><p>In 2014, we commissioned external research undertaken by Ethnic Dimension to identify the barriers to progression experienced by talented BAME Civil Servants. The findings informed the Talent Action Plan Refresh published in March 2015 outlining clear actions to develop a greater pool of diverse talent.</p><p>Specific actions include a commitment to expand the Positive Action Pathway programme, designed to identify and develop talented BAME employees to secure promotion.</p><p>We also plan to introduce Accelerate, an ambitious new talent programme to boost development of the pipeline for future leaders for key Director and Director General roles.</p>",Lord Bridges of Headley,2015-12-21,Not found
"McGinn, Conor","To ask the Minister for the Cabinet Office, what comparative assessment he has made of labour productivity in (a) the North West and (b) England.",18883,St Helens North,2015-12-07,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2015-12-10,Labour
"Law, Chris","To ask the Minister for the Cabinet Office, how many people have been employed in Dundee by the Government and its agencies in each year since 1990.",18942,Dundee West,2015-12-07,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2015-12-14,Scottish National Party
Lord Lexden,"To ask Her Majesty’s Government, further to the Written Answers by Lord Bridges of Headley on 17 November (HL3184) and 7 December (HL2794), whether public engagement strategies are produced by electoral registration officers and made publicly available, and how the success of their work with local education institutions to increase voter registration is measured.",HL4345,NA,2015-12-08,"<p>The Electoral Commission’s guidance requires that Electoral Registration Officers (EROs) produce a public engagement strategy. There is no requirement that these be made publicly available.</p><p>As part of the performance standards framework, the Electoral Commission encourages EROs to monitor and adapt their public engagement strategy where needed to meet local challenges. Evaluation of the success of this work is carried out by EROs at a local level.</p>",Lord Bridges of Headley,2015-12-22,Not found
Lord Wills,"To ask Her Majesty’s Government when they intend to produce a public response to the final report on electoral fraud submitted by the Electoral Commission in January 2014, including a response to the recommendation to introduce a system of voter identification.",HL4365,NA,2015-12-08,"<p>The Electoral Commission's report is an important contribution to the debate on electoral integrity. The Government is currently conducting its own review of electoral fraud, led by Sir Eric Pickles MP, which is considering arguments for and against different measures to improve electoral integrity, including those suggested by the Electoral Commission. Recommendations emerging from the review will be put to the Prime Minister in the New Year.</p>",Lord Bridges of Headley,2015-12-22,Not found
Lord Falconer of Thoroton,To ask Her Majesty’s Government what assessment they have made of the potential impact of the end of the Advice Services Transition Fund in December 2015.,HL4384,NA,2015-12-08,"<p>The fund is a Big Lottery Fund programme, to which Government contributed 50% of the budget. As the fund comes to a close, the Big Lottery Fund will be monitoring how organisations have met their agreed outcomes and will be supporting the dissemination of learning amongst the ASTF partnerships and beyond.</p>",Lord Bridges of Headley,2015-12-21,Not found
"Bryant, Chris","To ask the Minister for the Cabinet Office, what the pay bands are for special advisers; and how many there are in each band, in each Department.",19265,Rhondda,2015-12-08,"<p>Information about the number, pay bands, and cost of special advisers will be published shortly in the normal way.</p>","Hancock, Matthew",2015-12-14,Labour
"Heald, Sir Oliver","To ask the Minister for the Cabinet Office, what steps the Government is taking to ensure that all young people who wish to participate in the National Citizen Service are able to do so.",902479,North East Hertfordshire,2015-11-26,"<p>We are committed to expanding NCS, which is why the Chancellor announced our ambition that 300,000 young people participate in NCS every year by 2019/20 so that they can learn new skills and give back to their communities.</p><p>We take great care to ensure that all young people, regardless of background, can take part, providing bursaries and additional support where necessary.</p>","Wilson, Rob",2015-12-09,Conservative
"Bryant, Chris","To ask the Minister for the Cabinet Office, how many special advisers there are in each Department.",19266,Rhondda,2015-12-08,"<p>Information about the number, pay bands, and cost of special advisers will be published shortly in the normal way.</p>","Hancock, Matthew",2015-12-14,Labour
"Bryant, Chris","To ask the Minister for the Cabinet Office, what the cost is of special advisers in each Department.",19264,Rhondda,2015-12-08,"<p>Information about the number, pay bands, and cost of special advisers will be published shortly in the normal way.</p>","Hancock, Matthew",2015-12-14,Labour
"Hanson, David","To ask the Minister for the Cabinet Office, how many people of what age and sex have died as a result of volatile substance abuse in each region of England and Wales in each year since 2013.",19244,Delyn,2015-12-08,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2015-12-14,Labour
"Hanson, David","To ask the Minister for the Cabinet Office, how many people of what age and sex have died as a result of the abuse of nitrous oxide in each region of England and Wales in each year since 2013.",19245,Delyn,2015-12-08,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2015-12-14,Labour
"Hendrick, Mark","To ask the Minister for the Cabinet Office, what plans his Department has to respond to the Electoral Commission's report, Electoral Fraud in the UK, published in January 2014.",19056,Preston,2015-12-08,"<p>The Government is currently conducting its own review of electoral fraud, led by Sir Eric Pickles MP, which is considering arguments for and against different measures to improve electoral integrity, including those suggested by the Electoral Commission. Recommendations emerging from the review will be put to the Prime Minister in due course.</p><br />","Penrose, John",2015-12-14,Labour (Co-op)
"Burstow, Paul","To ask the Minister for the Cabinet Office, pursuant to the Answer of 28 February 2014, Official Report, column 587W, on prostate cancer, what the standardised mortality rate from prostate cancer was in each parliamentary constituency in the latest year for which figures are available.",192712,Sutton and Cheam,2014-03-18,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-20,Liberal Democrat
"Evans, Chris","To ask the Minister for the Cabinet Office, how many people were employed as civil servants in (a) the most recent period for which figures are available, (b) 2004 and (c) 1994.",192478,Islwyn,2014-03-18,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-25,Labour (Co-op)
"Jamieson, Cathy","To ask the Minister for the Cabinet Office, what the total amount was of financial penalties collected in respect of breaches of section 4 of the Statistics of Trade Act 1947 in each of the most recent three years for which figures are available.",192496,Kilmarnock and Loudoun,2014-03-18,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-24,Labour (Co-op)
"Jamieson, Cathy","To ask the Minister for the Cabinet Office, for what purposes information provided via the UK manufacturers' sales by product (Prodcom) form is used.",192495,Kilmarnock and Loudoun,2014-03-18,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-24,Labour (Co-op)
"Jamieson, Cathy","To ask the Minister for the Cabinet Office, what assessment he has made of the number of businesses in (a) the UK, (b) Scotland and (c) Kilmarnock and Loudoun constituency who have incurred penalties under section 4 of the Statistics of Trade Act 1947 in each of the last three years for which figures are available.",192497,Kilmarnock and Loudoun,2014-03-18,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-24,Labour (Co-op)
"Jamieson, Cathy","To ask the Minister for the Cabinet Office, if he will review the requirements for small and medium-sized enterprises to complete the UK manufacturers' sales by product (Prodcom) form on an annual basis.",192498,Kilmarnock and Loudoun,2014-03-18,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-24,Labour (Co-op)
"Jamieson, Cathy","To ask the Minister for the Cabinet Office, how many businesses in (a) the UK, (b) Scotland and (c) Kilmarnock and Loudoun constituency were required to return the UK manufacturers' sales by product (Prodcom) form in the year ending 31 January 2014.",192499,Kilmarnock and Loudoun,2014-03-18,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-24,Labour (Co-op)
"Horwood, Martin","To ask the Minister for the Cabinet Office, what steps he is taking to encourage charities to become signatories to the Financial Reporting Council's UK Stewardship Code.",192620,Cheltenham,2014-03-18,<p>The Financial Reporting Council's Stewardship Code does not direct itself to matters particular to charities such as their responsibilities under charity law and their focus on beneficiaries. ‘Good Governance – a Code for the Voluntary and Community Sector' developed by a coalition of charity and voluntary sector bodies is a code designed for charities and the voluntary sector. This Code has the support of the Charity Commission which encourages its adoption through publications and signposting on its website. </p><p><em> </em></p><p> </p><p> </p>,"Hurd, Nick",2014-03-24,Liberal Democrat
"Jamieson, Cathy","To ask the Minister for the Cabinet Office, if he will list the forms which businesses in the UK are required to complete in order to provide returns to Eurostat.",192489,Kilmarnock and Loudoun,2014-03-18,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-25,Labour (Co-op)
"Jamieson, Cathy","To ask the Minister for the Cabinet Office, what recent estimate he has made of the number of (a) co-operatives, (b) mutuals and (c) social enterprises which provide public services. [R]",192488,Kilmarnock and Loudoun,2014-03-18,"<p>The Government supports the growth of the social economy. Across England, there are now more than 85 public service mutuals, up from just 9 in 2010. Collectively they deliver well over £1bn in public services.</p><p>Cabinet Office analysis from 2013 based on the BIS Small Business Survey estimated that 28% (c. 50,000) of SME social enterprises provide goods or services in the public sector. </p><p> </p>","Hurd, Nick",2014-03-25,Labour (Co-op)
"Horwood, Martin","To ask the Minister for the Cabinet Office, what steps he is taking to incentivise charities to manage their assets in a manner compliant with the Financial Reporting Council's UK Stewardship Code.",192631,Cheltenham,2014-03-18,<p>The Financial Reporting Council's Stewardship Code does not direct itself to matters particular to charities such as their responsibilities under charity law and their focus on beneficiaries. ‘Good Governance – a Code for the Voluntary and Community Sector' developed by a coalition of charity and voluntary sector bodies is a code designed for charities and the voluntary sector. This Code has the support of the Charity Commission which encourages its adoption through publications and signposting on its website. </p><p><em> </em></p><p> </p><p> </p>,"Hurd, Nick",2014-03-24,Liberal Democrat
