Question_MP,Question_Text,Question_ID,MP_Constituency,Question_Date,Answer_Text,Answer_MP,Answer_Date,Party
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, in which (a) local and (b) national newspapers the Church of England plans to place advertisements with the text of the Lord's Prayer.",17709,Preston,2015-11-25,<p>The Church of England has no plans advertisements of the Lords Prayer in local or national newspapers. Many national and local newspapers have already covered the story. As of 27<sup>th</sup> November 2015 online articles had received over 5.15 million views.</p>,"Spelman, Caroline",2015-11-30,Not found
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, how many graves in each church yard in each diocese in England were vandalised in 2014.",17710,Preston,2015-11-25,"<p>The information requested is not retained at the national level and would incur a disproportionate cost to produce.</p><p /> <p>Wilful damage and theft of monumental stonework causes much emotional and financial distress. The Church is continuing to work with local Dioceses, police, insurers and local communities to improve security and awareness.</p><br />","Spelman, Caroline",2015-11-30,Not found
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps each Anglican church in the Diocese of Blackburn is taking to assist Syrian refugees.",18054,Preston,2015-11-27,"<p>The Diocese of Blackburn is working alongside other dioceses of the Church of England and local faith communities to coordinate their response to assist Syrian refugees. Churches in the diocese have been advised of the type of assistance that can most usefully be offered, working in conjunction with local authorities and other faith communities.</p><p /> <p>The three bishops of the Diocese of Blackburn were amongst the signatories to the letter from Church of England bishops to the Prime Minister, which welcomed the commitment of the Government to provide aid and resettlement, while calling on it to resettle substantially more than 20,000, and made clear the Church’s commitment to help in that task.</p>","Spelman, Caroline",2015-12-03,Not found
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, which Anglican churches within the Diocese of Blackburn were damaged by flooding in December 2015; and what the extent of damage to each such church was.",21700,Preston,2016-01-08,"<p>Within the Diocese of Blackburn seven churches and churchyards, the diocesan retreat house at Whalley Abbey and three Church of England primary schools were damaged by floodwater. Many have also found that the boilers and heating systems have been damaged beyond repair and extensive programmes of works will need to be undertaken to both dry the buildings out and restore or replace furniture, carpets and school materials.</p><p>Reports of damage are still being registered across the Dioceses of Blackburn, Carlisle, Manchester, West Yorkshire and the Dales and York. To date 129 church properties have registered substantial damage from the December storms with our insurers, though I expect that figure to rise. The Cathedral and Church Buildings Council of the Church of England will be working with the dioceses to develop robust disaster management and recovery plans and flood adaptation measures for churches and other buildings.</p><p><strong>Within the Blackburn Diocese</strong></p><table><tbody><tr><td><p><strong>Parish Name / building</strong></p></td><td><p><strong>Grade or * listing / Status</strong></p></td><td><p><strong>Type of damage</strong></p></td></tr><tr><td><p>St Michael’s on Wyre</p></td><td><p>Grade 1</p></td><td><p>Water damage and damage to the boiler</p></td></tr><tr><td><p>St Michael's, Much Hoole</p></td><td><p>Grade 2*</p></td><td><p>Water damage and damage to the boiler</p></td></tr><tr><td><p>St Mary the Virgin, Eccleston</p></td><td><p>Grade 2*</p></td><td><p>Water damage</p></td></tr><tr><td><p>St Michael &amp; All Angels, Croston</p></td><td><p>Grade 2*</p></td><td><p>Severe water damage</p></td></tr><tr><td><p>St John the Evangelist, Lancaster (Incare of Churches Conservation Trust)</p></td><td><p>Grade 2*</p></td><td><p>Severe water damage</p></td></tr><tr><td><p>St John the Baptist, Tunstall</p></td><td><p>Grade 1</p></td><td><p>Damage to the boiler</p></td></tr><tr><td><p>St Wilfrid's, Ribchester</p></td><td><p>Grade 1</p></td><td><p>Damage to the graveyard and loss of many burials and monuments</p></td></tr><tr><td><p>Whalley Abbey</p></td><td><p>Grade 1 and Scheduled Ancient Monument</p></td><td><p>Major water damage to the Abbey building</p></td></tr><tr><td><p>Kirkland &amp; Catterall St. Helen's CofE School <br></p></td><td><p>Primary School</p></td><td><p>Severe water damage</p></td></tr><tr><td><p>St. Michael's on Wyre C of E School</p></td><td><p>Primary School</p></td><td><p>Major water damage</p></td></tr><tr><td><p>Whalley CofE School</p></td><td><p>Primary School</p></td><td><p>Basement flooded and water damage</p></td></tr></tbody></table>","Spelman, Caroline",2016-01-13,Not found
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps Anglican congregations within the Diocese of Blackburn have taken to help people affected by flooding that took place over Christmas 2015.",21701,Preston,2016-01-08,<p>The Diocese of Blackburn has been coordinating with its local Gold Command support centre and with Churches Together. Within Preston the Diocese and local churches have set up an emergency centre at the railway station. An additional emergency centre was also set up in Morecambe alongside smaller centres supported by the Diocese in Ribchester and Walton le Dale. In St Michael’s on Wyre the church has also been offering support to the army who were deployed in the parish.</p><p>These centres have been an invaluable support to local communities as a central hub for information and support. In addition local communities have been providing hot food and warm clothing to those who have been flooded out and to relief workers. Churches Together in Lancashire have been coordinating a wider response amongst local denominations and this has enabled many local churches to respond quickly and in those places where their help is most needed.</p><br />,"Spelman, Caroline",2016-01-13,Not found
"Loughton, Tim","To ask the right hon. Member for Meriden, representing the Church Commissioners, what contingency arrangements the Church Commissioners have made for the eventuality of a majority leave vote in the upcoming EU referendum.",21936,East Worthing and Shoreham,2016-01-11,<p>The Church Commissioners and the Church of England Pensions Board manage their investment portfolios using high quality well diversified and long term strategies. The Church Commissioners and Pensions Board believe that they are well positioned for any market re-pricing or uncertainty that may prevail prior to or after the referendum.</p><br />,"Spelman, Caroline",2016-01-15,Conservative
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, what recent progress has been made on (a) residential development and (b) infrastructure planning on Church Commissioner land allocated as an urban extension by Peterborough City Council at (i) Paston Reserve and (ii) Norwood; and if she will make a statement.",21889,Peterborough,2016-01-11,"<p>There are no further developments to report since the answer given by the Church Commissioners to question <a href=""http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2015-11-16/16388/"" target=""_blank"">16388</a> on the 20 November 2015.</p>","Spelman, Caroline",2016-01-19,Conservative
"Cox, Geoffrey","To ask the right hon. Member for Meriden, representing the Church Commissioners, what grants the Church Commissioners have given to churches in (a) Devon and (b) Cornwall from the Roof Repair Fund in each of the last five years.",22084,Torridge and West Devon,2016-01-12,"<p>The Listed Places of Worship Roof Repair Fund grants are distributed by the National Heritage Memorial Fund, on behalf of the Government. There has been one round of grants to date, announced in March 2015,</p><p>(a) 22 churches in Devon were offered grants totalling £1,199,700</p><p>(b) 7 churches in Cornwall were offered grants totalling £492,700.</p><p /> <p>A second round to distribute a further £25 million allocated by the Treasury is currently open, with applications closing on Friday, 26 February.</p><br />","Spelman, Caroline",2016-01-15,Conservative
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, on how many occasions buildings or parts of buildings have been made available by the Diocese of Blackburn and churches within its boundaries to (a) Christians Against Poverty and (b) other organisations providing debt counselling and employment services or campaigning against poverty.",25287,Preston,2016-02-02,<p>The Diocese of Blackburn and the National Church Institutions of the Church of England do not hold these details and obtaining the information would incur disproportionate cost.</p><p>The Church of England works with a wide variety of debt advice charities at a national and local level. Many parishes will offer space in buildings or allow debt advice surgeries to be held in their churches. Parish clergy often are the first port of call for people in need and regularly signpost individuals to where the most appropriate help and support can be found.</p>,"Spelman, Caroline",2016-02-05,Not found
"McCartney, Karl","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps the Church of England is taking to ensure that its buildings are open for wider community use.",903466,Lincoln,2016-02-01,"<p>The Church of England’s Cathedral and Church Buildings Division developed the open and sustainable churches initiative five years ago, and now 80% of churches provide a function beyond purely worship, with 54% of Anglican parishes running at least one organised activity to address social or community need. Churches are being used as citizen’s advice bureau, post offices, shops, night shelters and food banks. Two recent examples of local projects where the Church has opening its buildings for the wider community in the Lincoln Diocese include:</p><p>St Peter &amp; Paul Church, Algarkirk has been successful in getting through the first stage of HLF funding for a project to host a local heritage center, explaining the history of the area including an oral history project and fascinating details about this Grade I medieval church. The Parish Church has a collection of Victorian stained glass of national quality and furnishings by J.G. Grace who also furnished the Houses of Parliament.</p><p>All Saints Church, Winterton is a Grade 1 Medieval church which has been restored with new community facilities installed to make it more accessible with the help of HLF and other grants.</p>","Spelman, Caroline",2016-02-04,Conservative
"Smith, Henry","To ask the right hon. Member for Meriden, representing the Church Commissioners, what plans the Church of England has to mark the 90th birthday of Her Majesty the Queen.",27423,Crawley,2016-02-19,"<p>The Church of England will mark the 90th birthday of Her Majesty with a large number of events and activities at national and local levels, including a national service of celebration at St Paul’s Cathedral. Alongside these events, the Bible Society and HOPE have released a companion book titled “The Servant Queen”, with a foreword written by Her Majesty that discusses how her faith has influenced her service of this nation over the last 90 years.</p>","Spelman, Caroline",2016-02-23,Conservative
"Hanson, David","To ask the right hon. Member for Meriden, representing the Church Commissioners, what the average hourly earnings for their (a) female and (b) male (i) full-time and (ii) part-time employees was in each of the last five years.",27425,Delyn,2016-02-19,"<p>The following information relates to employees of the Church of England's National Church Institutions (NCIs). Senior salaries, gender and race information are published each year in the annual reports of Archbishops’ Council, Pensions Board and Church Commissioners.</p><p>Women make up 55% of the total workforce and hold just over 40% of the roles at a senior level. Most roles fit into a pay banding structure which pays the same for equivalent jobs in each band. The equal pay draft regulations have just been published and the NCIs will be reporting in line with the requirements when they have been passed into law.</p><p> </p><p>Clergy officeholders, as distinct from employees, are paid a stipend rather than a salary. For information female and male Bishops in office receive the same level of stipend. All other clergy officeholder stipends are based on a national stipend benchmark which is set by post and is the same for female and male clergy in each diocese.</p><p> </p><p> </p>","Spelman, Caroline",2016-02-23,Labour
"Field, Frank","To ask the right hon. Member for Meriden, representing the Church Commissioners, whether the settlement the Church Commissioners made to the complainant against George Bell was made directly in relation to allegations against Bell, or on the basis that a complaint made under a subsequent Bishop, was not handled in a way which would be expected today.",28341,Birkenhead,2016-02-24,"<p>A formal claim for compensation was submitted in April 2014 and was settled in the autumn of 2015. The settlement followed a thorough pre-litigation process during which investigations took place.</p><p>Following the settlement of the claim the Bishop of Chichester, the Rt Revd Martin Warner issued a formal apology. The statement can be read on the Church of England’s website at the following address: <a href=""https://www.churchofengland.org/media-centre/news/2015/10/statement-on-the-rt-revd-george-bell-%281883-1958%29.aspx"" target=""_blank"">https://www.churchofengland.org/media-centre/news/2015/10/statement-on-the-rt-revd-george-bell-%281883-1958%29.aspx</a></p><p>The statement from Bishop Warner went on to say that “the response from the Diocese of Chichester in 1995, when the survivor first came forward, fell a long way short, not just of what is expected now, but of what we now appreciate you should have had a right to expect then.&quot;</p>","Spelman, Caroline",2016-02-29,Labour
"Field, Frank","To ask the right hon. Member for Meriden, representing the Church Commissioners, whether any of the Estates Commissioners saw the charge sheet on which George Bell was found guilty of child abuse on the balance of probabilities.",28342,Birkenhead,2016-02-24,<p>The language of “guilt” and “charge sheets” refers to criminal cases. The claim against Bishop Bell was a civil claim. The civil courts do not use charge sheets and as a result there has not been a charge sheet for the Estates Commissioners to see then or now.</p><p> </p>,"Spelman, Caroline",2016-02-29,Labour
"Field, Frank","To ask the right hon. Member for Meriden, representing the Church Commissioners, how many people involved in investigating allegations of child abuse made against George Bell consulted his papers and diaries in Lambeth Palace Library in the last three years.",28343,Birkenhead,2016-02-24,"<p><ins class=""ministerial"">In 2013 and 2015 three staff members viewed various sections of the bishop's personal papers held at</ins> Lambeth Palace Library <ins class=""ministerial"">on two separate occasions.</ins> <del class=""ministerial"">has no record in the last three years of any of the individuals involved in these investigations making an application to view the papers and diaries of George Bell that are held in the Library.</del></p>","Spelman, Caroline",2016-02-29,Labour
"Dakin, Nic","To ask the right hon. Member for Meriden, representing the Church Commissioners, what assessment she has made of the potential effect of the proposed changes to the Landfill Communities Fund on the restoration and repair of listed church properties and church buildings.",29810,Scunthorpe,2016-03-04,"<p>The Church of England has engaged with the recent consultation from the Treasury over the future of the Landfill Communities Fund. Local churches are able to apply to the fund to support restoration, extension and repair projects.</p><p>Local parishes have benefitted from this generosity since its creation in 1996. Over its lifetime the scheme has enabled churches across the country to benefit from an approximate £75 million worth of repairs. As part of its submission the Church of England asked the Treasury to consider reducing the administrative burdens on applicants to the fund.</p><p>The Church has since received assurances that the scheme will continue and we await with interest further detailed announcements from the Treasury regarding the operation of the fund.</p>","Spelman, Caroline",2016-03-10,Labour
"Redwood, John","To ask the right hon. Member for Banbury, representing the Church Commissioners, what levels of stock the Church Commissioners hold of (a) stationery, (b) printer cartridges, (c) treasury tags and other fasteners and (d) other office consumables.",196198,Wokingham,2014-04-10,"<p>The Church Commissioners do not keep inventories of stationery items and office consumables, to calculate the stock levels held would incur a disproportionate cost. The level of stock is monitored regularly, and replenished as necessary to meet staff needs.</p><p> </p>","Baldry, Sir Tony",2014-04-30,Conservative
"McCartney, Karl","To ask the right hon. Member for Meriden, representing the Church Commissioners, what progress has been made on the Near Neighbours programme.",904799,Lincoln,2016-04-28,"<p>The Church Commissioners welcome the Government’s recent announcement of a further £1.5 million for the Near Neighbours programme, which is administered by the Church Urban Fund. This third round of funding for Near Neighbours will help it build on its successful track record of delivering projects up and down the country to transform local areas by strengthening relationships between those of different religious and ethnic backgrounds on issues of shared concern.</p><p>The Near Neighbours programme has offered small grants between £250 and £5,000, providing seed capital for local groups and organisations who are working to bring together neighbours, to develop relationships across diverse faiths and ethnicities in order to improve their communities. The Near Neighbours grants fund has so far awarded seed capital worth £3.66m to over 1,120 projects. These projects have impacted the lives of 941,000 people and 71% of projects have continued to run after the initial seed capital was spent. All Near Neighbours projects are designed to change hearts and minds by bringing together different communities within a neighbourhood so that they can work together on issues of shared concern and common values.</p><p>More information on Near Neighbours can be found on its website at: <a href=""https://www.cuf.org.uk/how-we-help/near-neighbours"" target=""_blank"">https://www.cuf.org.uk/how-we-help/near-neighbours</a></p>","Spelman, Caroline",2016-05-05,Conservative
"Walker, Robin","To ask the right hon. Member for Meriden, representing the Church Commissioners, how many credit unions have approached churches or church organisations as a result of the Archbishop of Canterbury's #TOYOURCREDIT initiative.",38145,Worcester,2016-05-24,"<p>Churches across England have responded to the Archbishop of Canterbury’s call to support credit unions and other forms of responsible credit and savings. At least 31 out of 40 dioceses have been actively involved in supporting over 50 credit unions in various ways, such as:</p><ul><li>promoting the local credit union in their congregation and wider community</li><li>recruiting credit union volunteers</li><li>hosting training sessions</li><li>opening church premises as credit union access points</li><li>encouraging payroll savings schemes among local employers</li><li>helping to set up school savings clubs</li></ul><p> </p><p>Through the Church Credit Champions Network, one of the core initiatives of the Archbishop’s Task Group on Responsible Credit and Savings, the pilot scheme has engaged over 350 churches in London and Liverpool alone and trained more than 260 Credit Champions to date. Other creative diocesan responses include the Murston Community Bank in Canterbury diocese, Lichfield’s Funeral Project, Southwell &amp; Nottingham’s 100x100 scheme are all designed to raise local awareness of credit unions.</p><p> </p><p>The other core initiative, the LifeSavers programme, is working with eight credit unions across the country to set up savings clubs in primary schools, alongside an integrated programme of financial education. Following a successful pilot, the programme is being rolled out to 120 church and non-church primary schools over the next three academic years with financial support from Virgin Money. Additional funding from Government will help extend the coverage to many more primary schools through a dedicated LifeSavers website.</p><p> </p>","Spelman, Caroline",2016-05-26,Conservative
"Brock, Deidre","To ask the right hon. Member for Meriden, representing the Church Commissioners, if the Church of England will make an assessment of the effect of austerity on communities in the most deprived areas as measured by the English Indices of Deprivation 2015.",40353,Edinburgh North and Leith,2016-06-13,"<p>The Church Commissioners have no plans to undertake such an assessment.</p><p>Through its network of parishes and dioceses the Church of England is present in all the communities of England. The clergy and people of the Church of England are well placed to hear, articulate and respond to the needs and concerns of local communities. This plays an important role in informing the public engagement of the Church on social policy matters especially at local level.</p><p> </p>","Spelman, Caroline",2016-06-15,Scottish National Party
"Shannon, Jim","To ask the right hon. Member for Meriden, representing the Church Commissioners, whether the Church of England has plans for educational projects to commemorate the First World War in addition to existing centenary events.",41707,Strangford,2016-07-04,"<p>The Church of England has led many of the commemorative events for the First World War at a local and national level. It would not be possible to list all the activities taking place now and in the future to commemorate the sacrifice of those who fought in the First World War, but each diocese and parish is marking the centenary in its own way.</p><p>A number of dioceses have produced their own resources for use in schools, and in children and youth groups (an example from the Diocese of Derby is here: <a href=""http://www.derby.anglican.org/en/resources/ww1/educational-resources/educational-resources-1.html"" target=""_blank"">http://www.derby.anglican.org/en/resources/ww1/educational-resources/educational-resources-1.html</a> ). Church schools have made creative use of local and family history stories, and organised visits to battlefields and cemeteries, to bring the experiences of those who fought in the War vividly to life.</p><p>Parishes have also used churches and war memorials to highlight the service and sacrifice of local people in the First World War. Often working alongside the War Memorials Trust, parishes have taken part in the repair, restoration and cleaning of war memorials, with many recording the names and researching the service histories of those commemorated.</p>","Spelman, Caroline",2016-07-07,Democratic Unionist Party
"Shannon, Jim","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps are being taken by the Church of England to tackle human trafficking.",41718,Strangford,2016-07-04,"<p>In March 2014 the Archbishop of Canterbury, with Pope Francis and other global faith leaders, gave their backing to the Global Freedom Network (<a href=""http://www.globalfreedomnetwork.org/"" target=""_blank"">www.globalfreedomnetwork.org</a>), a ground breaking ecumenical initiative to combat modern slavery and human trafficking. The Archbishop is planning an international conference in 2017 with the Ecumenical Patriarch.</p><p> </p><p>The Bishop of Derby has also been at the forefront of work to tackle human trafficking and modern slavery for the Church of England. He has been part of the Santa Martha Process (which looks to improve collaboration between churches and police in the detection of instances of human trafficking) and has developed strategies in his diocese to combat human trafficking and modern slavery.</p><p> </p><p>The Church of England will launch The Clewer Initiative against Modern Day Slavery this autumn. It will provide English dioceses and parishes with strategies for the combating of modern slavery and guidance on how to assist in the provision of victim support and care. The initiative is intended to build on existing capacity and the assistance to dioceses and church networks will be carefully tailored to their specific contexts and needs.</p><p> </p>","Spelman, Caroline",2016-07-07,Democratic Unionist Party
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, what facilities are available for (a) lactating mothers and (b) the changing of babies within churches in the Diocese of Blackburn (i) during church services and (ii) at other times.",42226,Preston,2016-07-07,"<p>The Child Friendly Church Award, now achieved by well over 100 churches in the Diocese of Blackburn, places children at the centre of the worship &amp; ministry of our parish churches. This ensures that mothers who wish to breastfeed will find a warm welcome and adequate provision in these churches. We are grateful to the honourable member for the interest he continues to take in the detailed domestic affairs of the parishes of the diocese. I would encourage him to take this up with the Bishop in his own diocese with regard to making progress at a local level.</p><p> </p>","Spelman, Caroline",2016-07-12,Not found
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, which churches and personnel in Preston and the rest of the Diocese of Blackburn have participated in the English Churches and Cathedrals Sustainability Review.",43489,Preston,2016-07-20,<p>The Cathedral and Church Buildings Division of the Church of England is engaging with the ‘English Churches and Cathedrals Sustainability Review’ centrally on behalf of all the Anglican Cathedrals and Parish Churches in England. Engagement is currently at an early stage. Four workshops are being held in churches this month (September) to help inform a document that will then be widely consulted upon.</p><p> </p>,"Spelman, Caroline",2016-09-05,Not found
"Allen, Graham","To ask the right hon. Member for Meriden, representing the Church Commissioners, whether the Church of England plans to respond to the report by Professor Sue Proctor on abuse at Kendall House, Gravesend, published in July 2016.",43938,Nottingham North,2016-07-21,"<p>In July 2016 the Rt Revd Paul Butler, Bishop of Durham and then lead bishop for safeguarding, apologised unreservedly to all former residents who continue to be affected by their experiences at Kendall House. The statement can be seen at <a href=""https://www.churchofengland.org/media-centre/news/2016/07/statement-on-kendall-house-review.aspx"" target=""_blank"">https://www.churchofengland.org/media-centre/news/2016/07/statement-on-kendall-house-review.aspx</a></p><p> </p><p>The Church of England accepted the review and welcomed its recommendations. The Church’s National Safeguarding Team will include those recommendations in their autumn review and plan to publish an annual review in 2017, which will report on progress made against them. Every diocese within the Church of England has received the report and in line with the review’s findings are considering the implications of this for their own diocesan safeguarding arrangements, past and present.</p><p> </p>","Spelman, Caroline",2016-09-05,Labour
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps are being taken by the Church Commissioners to address the financial difficulties at Peterborough Cathedral; and if she will make a statement.",47672,Peterborough,2016-10-10,"<p>The Church Commissioners have made an emergency loan to help address the cashflow challenges at Peterbourough Cathedral. In addition to this financial assistance, they have also actively supported and continue to support the Cathedral and Chapter by giving practical assistance, for example helping the Chapter evaluate options for staff restructuring and its property sale programme.</p><p> </p><p>The Bishop of Peterborough has launched a visitation which will include a review of financial management and overall governance of the cathedral. The Commissioners are assisting in this process and I am happy to say that governance is improving and Chapter is beginning to address its budget deficit.</p><p> </p>","Spelman, Dame Caroline",2016-10-13,Conservative
"McCartney, Karl","To ask the right hon. Member for Meriden, representing the Church Commissioners, whether the Church of England has made an assessment of the effect of the First World War Centenary Cathedral Repairs Fund on the fabric of English cathedrals.",906561,Lincoln,2016-10-10,"<p>The First World War Centenary cathedral Repairs Fund has currently allocated £3.45million of the £40million total, this has as so far enabled 116 vital repair and restoration projects across 57 Anglican and Catholic cathedrals to be undertaken.</p><p>Lincoln Cathedral has received £1.18 million for repairs to turrets and roofs, typical of the costs faced for high-level cathedral repairs involving extraordinarily complicated scaffolding. These repairs have gone a long way to complete the major repairs but with any building of this size and age constant maintenance is needed.</p><p>The final grants are currently being processed, as the grants scheme comes to a close there will be a programme of formal evaluation to assess the wider social and economic benefits the projects have contributed, such as increased employment, training, volunteer opportunities and tourism. A copy of this evaluation will be made available to all Members early in 2018 so as to ensure it covers all works the Fund has invested in.</p>","Spelman, Dame Caroline",2016-10-13,Conservative
"Seabeck, Alison","To ask the right hon. Member for Banbury, representing the Church Commissioners, how many parliamentary questions tabled to the Church Commissioners in the last parliamentary Session did not receive a substantive answer by the time of the 2014 prorogation; and when each such question was first tabled.",200440,"Plymouth, Moor View",2014-06-12,<p>All written questions tabled to the Church Commissioners received a substantive answer by the time of the 2014 prorogation.</p>,"Baldry, Sir Tony",2014-06-17,Labour
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, what progress has been made on disposing of land at the urban extension at Norwood Peterborough with a view to submitting an outline planning application for residential development to Peterborough City Council; and if she will make a statement.",50857,Peterborough,2016-10-27,"<p>The Church Commissioners are currently preparing a planning application for an urban extension at Norwood, Peterborough. We are in regular communication with Peterborough City Council and statutory consultees on key technical inputs to support the submission. The application will be made in outline and will be accompanied by an Environmental Statement, which will assess all relevant environmental matters. We anticipate that the planning application will be submitted in the new year.</p>","Spelman, Dame Caroline",2016-11-01,Conservative
"Halfon, Robert","To ask the right hon. Member for Banbury, representing the Church Commissioners, how many apprentices the Church Commissioners have employed in the last 12 months.",201920,Harlow,2014-06-23,"<p>The Church Commissioners currently directly employ one member of staff on an apprenticeship scheme; this role is designed to give experience of supporting the administrative work of the national institutional structures of the Church of England. There is an intention to roll out apprenticeships more widely should this trial proves successful.</p><p>Within the Church of England there are jobs and opportunities for skilled professionals and their students to undertake apprenticeships, training, or conservation work on and within its buildings, stone/carpentry yards and stained glass workshops choir and organ schools.</p><p>There are also some more informal apprenticeship and paid internship opportunities within the local and national structures that are organised locally by those concerned.</p><p> </p>","Baldry, Sir Tony",2014-06-27,Conservative
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, what the timetable is for the exchange of contracts on the sale of Phase 2 of the Paston Reserve residential site in Peterborough; and if she will make a statement.",52646,Peterborough,2016-11-11,"<p>Land at Paston near Peterborough is in the ownership of The Church Commissioners for England, Taylor Wimpey plc and the Homes and Communities Agency. The joint owners are in discussions with a house builder regarding the sale of a further phase following the success of Phase 1. Those discussions are ongoing. It is the Church Commissioners’ hope that these discussions can be concluded as quickly as possible. No timetable is currently available but all parties, including the prospective purchaser, are in regular contact and appraised as to progress.</p>","Spelman, Dame Caroline",2016-11-16,Conservative
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, pursuant to the Answer of 16 November 2016 to Question 52646, for what reason no timetable is in place to expedite the sale of Phase 2 at Paston Reserve, Peterborough; and if she will make a statement.",53954,Peterborough,2016-11-21,"<p>Pursuant to the answer of 16 November, no timetable is currently available since the transaction remains the subject of further due diligence between the disposing and acquiring parties, the outcome of which remains unclear as matters stand. The matter is the subject of intensive communication and action between the parties concerned, and their advisors, in a bid to resolve all outstanding issues and complete the transaction in respect of Phase 2 as soon as practicably possible.</p><p> </p>","Spelman, Dame Caroline",2016-11-24,Conservative
"McCartney, Karl","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps the Church of England is taking to tackle anti-semitism.",907445,Lincoln,2016-11-21,"<p>The Church of England takes anti-Semitism very seriously and is supporting the work of the Chief Rabbi and the Holocaust Memorial Trust to counteract the increase in reported anti-Semitic incidents over the last year. Last week, the Archbishop of Canterbury and the Chief Rabbi launched ‘In Good Faith’, a twinning arrangement between rabbis and priests in local neighbourhoods around the country. It is in its early stages, but it will involve a commitment to work together to counteract anti-Semitism.</p>","Spelman, Dame Caroline",2016-11-24,Conservative
"Bottomley, Sir Peter","To ask the right hon. Member for Meriden, representing the Church Commissioners, whether a Bishop of London has ordained a woman as a priest.",54893,Worthing West,2016-11-24,"<p>It has long been the practice of the Diocese of London for the Bishop to ordain all deacons, male and female, with Area Bishops ordaining priests in their local community.</p><p> </p>","Spelman, Dame Caroline",2016-11-28,Conservative
"Bottomley, Sir Peter","To ask the right hon. Member for Meriden, representing the Church Commissioners, if the Church Commissioners will make it their policy that the next nominee for the Bishop of London will ordain both women and men as priests.",54965,Worthing West,2016-11-25,"<p>The nomination to the See of London is a matter for the Crown Nominations Commission rather than the Church Commissioners. Nominations to episcopal sees are made within the context of the House of Bishops’ Declaration on Ministry of Bishops and Priests, which expressly recognises that those who, on grounds of theological conviction, are unable to receive the ministry of women bishops and priests continue to be within the spectrum and teaching and tradition of the Anglican Communion, and affirms the importance of there continuing to be bishops within the Church of England to enable ministry to be provided to such persons. However, as part of the usual consultation process for nominations to diocesan sees, anyone wishing to comment on the needs of the vacant diocese or the wider church is invited to write to the Prime Minister’s Appointments Secretary and the Archbishops’ Secretary for Appointments. Any such submissions will inform the Commission’s work.</p>","Spelman, Dame Caroline",2016-11-29,Conservative
"Fabricant, Michael","To ask the right hon. Member for Meriden, representing the Church Commissioners, what assessment the Church of England has made of the appropriateness of procedures and practice relating to the Dean of Peterborough Cathedral standing down.",54985,Lichfield,2016-11-25,"<p>On 22 July 2016 Very Revd Charles Taylor announced his resignation from the Deanery of Peterborough with effect from 2 October 2016. His farewell service took place at the Cathedral on 1 October 2016. There has been no reason to review the appropriateness of procedures and practice relating to the resignation.</p><p>In July the Bishop of Peterborough announced his decision to hold a formal Bishop’s visitation of the cathedral to investigate and report on the financial management and the overall governance of the Cathedral. At the time the Bishop noted that “The Cathedral is going through a cash flow crisis. It is taking too long to pay some bills, and paying the staff at the end of the month has been a close thing twice recently.” In response to requests from the Bishop and cathedral Chapter the Church Commissioners have provided advice, support, and financial backup to help the cathedral in this situation. Whilst some progress is being made, this week the Commissioners intend to increase the loan facility they have made available to the cathedral.</p>","Spelman, Dame Caroline",2016-11-29,Conservative
"Onwurah, Chi","To ask the right hon. Member for Meriden, representing the Church Commissioners, what the Church of England's policy is on erecting new war memorial plaques.",54987,Newcastle upon Tyne Central,2016-11-25,"<p>Decisions regarding the construction, restoration or repair of war memorials, or laying up of military Standards are made at the local parish level. Any new installation or application for restoration would need to have the support of the local church or cathedral and would be required to submit its proposals for consideration through the usual Church Faculty process to seek permission to alter the fabric of the church or cathedral.</p><p>The Church Buildings Council has produced a free guide, available on the ChurchCare website, to help churches considering commissioning new art, of which memorials would be one type. This is a practical guide aimed at those with no experience of commissioning art and would be well suited to be used by veterans who wanted to work with a church to produce a memorial: <a href=""http://www.churchcare.co.uk/churches/art-artefacts-conservation/introducing-new-art"" target=""_blank"">http://www.churchcare.co.uk/churches/art-artefacts-conservation/introducing-new-art</a></p><p> </p>","Spelman, Dame Caroline",2016-11-30,Labour
