Question_MP,Question_Text,Question_ID,MP_Constituency,Question_Date,Answer_Text,Answer_MP,Answer_Date,Party
"Burt, Alistair","To ask the Secretary of State for Communities and Local Government, what funding he expects to provide to (a) Bedford Borough Council and (b) Central Bedfordshire Council for local welfare assistance schemes in 2015-16.",213516,North East Bedfordshire,2014-11-05,"<p>On 10 October, the Government published a consultation paper which sets out the Government's proposed options on how local welfare provision could be funded in 2015/16. The Government has committed to analysing the responses alongside the findings of the review that the Department for Work and Pensions has recently undertaken into the existing provision, the findings of which were published in a report on 5 November. The findings from both the review and consultation will help to inform future funding levels.</p>","Hopkins, Kris",2014-11-17,Conservative
"Lucas, Caroline","To ask the Secretary of State for Communities and Local Government, if he will add a question to the consultation on the local welfare provision in 2015 to 2016 to ask whether local welfare assistance funding should continue to be provided by his Department and distributed by it to local authorities.",213529,"Brighton, Pavilion",2014-11-05,<p>The consultation on how local welfare provision should be funded in 2015/16 is already underway and closes on 21 November. Option four gives respondents the opportunity to present their own proposals on other options for delivering and funding local welfare provision.</p>,"Hopkins, Kris",2014-11-10,Green Party
"Abbott, Diane","To ask the Secretary of State for Communities and Local Government, how many planning applications for new housing developments in London have been agreed under section 106 of the Town and Country Planning Act 1990 in each year since 2008.",213667,Hackney North and Stoke Newington,2014-11-06,"<p>I refer the hon. Member to my answer of 1 September, PQ 206859.</p>","Lewis, Brandon",2014-11-17,Labour
"Morris, Grahame","To ask the Secretary of State for Communities and Local Government, which organisations working with and representing vulnerable groups his Department consulted on the future of funding for local welfare assistance schemes in 2015-16.",213704,Easington,2014-11-06,"<p>On 10 October the Government published a consultation on how local welfare provision should be funded in 2015/2016. We welcome views and responses from any interested person or group, including those working and representing vulnerable groups. The consultation closes on 21 November.</p>","Hopkins, Kris",2014-11-17,Labour
"Hancock, Mike","To ask the Secretary of State for Communities and Local Government, how many people in the Test Valley Borough Council area are currently on council housing waiting lists; and how many such people (a) have waited longer than three years, (b) are single persons and (c) have five or more children.",213680,Portsmouth South,2014-11-06,"<p>I refer the hon. Member to my written answer of 10 November 2014, PQ 212865.</p>","Lewis, Brandon",2014-11-11,Independent
"Morris, Grahame","To ask the Secretary of State for Communities and Local Government, how many hon. Members have written to him to express concerns about the future funding of local welfare assistance schemes.",213706,Easington,2014-11-06,"<p>The Department receives correspondence on a wide range of matters, typically handling in the region of 10,000 letters a year from hon. Members.</p><p> </p><p>On 10 October, the Government published a consultation on local welfare provision in 2015-16, to which hon. Members are very welcome to respond to if they wish.</p><p> </p>","Hopkins, Kris",2014-11-18,Labour
"Morris, Grahame","To ask the Secretary of State for Communities and Local Government, what assessment his Department has made of the results of the Local Government Association survey on local welfare assistance schemes.",213707,Easington,2014-11-06,"<p>On 10 October the Government published a consultation on how local welfare provision should be funded in 2015/2016. The Government will analyse the consultation responses alongside the findings of the review that the Department for Work and Pensions has undertaken into existing provision, which was published on 5 November. The Local Government Association survey will be treated as a formal response to the consultation paper.</p>","Hopkins, Kris",2014-11-17,Labour
"Hancock, Mike","To ask the Secretary of State for Communities and Local Government, how many people in the Portsmouth City Council area are currently on a council housing waiting list; and how many such people (a) have waited longer than three years, (b) are single persons and (c) have five or more children.",213695,Portsmouth South,2014-11-06,"<p>I refer the hon. Member to my written answer of 10 November 2014, PQ 212865.</p>","Lewis, Brandon",2014-11-11,Independent
"Hancock, Mike","To ask the Secretary of State for Communities and Local Government, how many people in the Winchester City Council area are currently on a council housing waiting list; and how many such people (a) have waited longer than three years, (b) are single persons and (c) have five or more children.",213696,Portsmouth South,2014-11-06,"<p>I refer the hon. Member to my written answer of 10 November 2014, PQ 212865.</p>","Lewis, Brandon",2014-11-11,Independent
"Hancock, Mike","To ask the Secretary of State for Communities and Local Government, how many people in the Southampton City Council area are currently on a council housing waiting list; and how many such people (a) have waited longer than three years, (b) are single persons and (c) have five or more children.",213697,Portsmouth South,2014-11-06,"<p>I refer the hon. Member to my written answer of 10 November 2014, PQ 212865.</p>","Lewis, Brandon",2014-11-11,Independent
"Abbott, Diane","To ask the Secretary of State for Communities and Local Government, what recent discussions he has had with the Mayor of London and members of the Greater London Assembly on the devolution of his Department's powers to the Greater London area; and if he will make a statement.",213701,Hackney North and Stoke Newington,2014-11-06,"<p>Ministers and officials in the Department have regular discussions with representatives of the Greater London Authority on topical matters and matters relating to decentralisation, including, for example, provisions in the Infrastructure Bill, and the implementation of the housing and regeneration powers devolved through the Localism Act 2011.<br><br></p>","Hopkins, Kris",2014-11-18,Labour
"Morris, Grahame","To ask the Secretary of State for Communities and Local Government, what steps he plans to take after the end of his Department's consultation on the future of local welfare assistance schemes on 21 November 2014; and if he will make a statement.",213709,Easington,2014-11-06,"<p>The Government will analyse the consultation responses alongside the findings of the review that the Department for Work and Pensions has undertaken into existing provision, which was published on 5 November. We will make a decision based on this analysis on funding for 2015/16 in time for the provisional local government finance settlement in December 2014.</p>","Hopkins, Kris",2014-11-17,Labour
"Burden, Richard","To ask the Secretary of State for Communities and Local Government, which organisations working with and representing vulnerable groups his Department have consulted on the future of funding for local welfare assistance schemes in 2015-16.",213718,"Birmingham, Northfield",2014-11-06,"<p>On 10 October the Government published a consultation on how local welfare provision should be funded in 2015/2016. We welcome views and responses from any interested person or group, including those working and representing vulnerable groups. The consultation closes on 21 November.</p>","Hopkins, Kris",2014-11-17,Labour
"Slaughter, Andy","To ask the Secretary of State for Communities and Local Government, how many hon. Members have written to him to express concern about the future funding of local welfare assistance schemes.",213717,Hammersmith,2014-11-06,"<p>The Department receives correspondence on a wide range of matters, typically handling in the region of 10,000 letters a year from hon. Members.</p><p> </p><p>On 10 October, the Government published a consultation on local welfare provision in 2015-16, to which hon. Members are very welcome to respond to if they wish.</p><p> </p>","Hopkins, Kris",2014-11-18,Labour
"Vaz, Valerie","To ask the Secretary of State for Communities and Local Government, how many buildings owned by his Department have been sold in each year since 2010.",213772,Walsall South,2014-11-06,"<p>The Department’s estate largely consists of leasehold properties. Since 2010 the Department has surrendered the following leasehold facilities, reducing the annual cost of the civil estate by around £38.5 million:</p><p> </p><table><tbody><tr><td><p><strong>Building surrendered</strong></p></td><td><p><strong>Location</strong></p></td></tr><tr><td><p>Cunard</p></td><td><p>Liverpool</p></td></tr><tr><td><p>Belgrave Centre</p></td><td><p>Nottingham</p></td></tr><tr><td><p>Sheffield House</p></td><td><p>Stevenage</p></td></tr><tr><td><p>Mast House</p></td><td><p>Plymouth</p></td></tr><tr><td><p>Riverwalk</p></td><td><p>London</p></td></tr><tr><td><p>Westbrook</p></td><td><p>Cambridge</p></td></tr><tr><td><p>City Tower</p></td><td><p>Manchester</p></td></tr><tr><td><p>Lysnoweth</p></td><td><p>Truro</p></td></tr><tr><td><p>Piccadilly Gate</p></td><td><p>Manchester</p></td></tr><tr><td><p>Bridge House</p></td><td><p>Guildford</p></td></tr><tr><td><p>Queen Street</p></td><td><p>Leeds</p></td></tr><tr><td><p>Eland House</p></td><td><p>London</p></td></tr></tbody></table><p> </p><p><br><br>The move of my Department's main building from Eland House to Marsham Street, to share with the Home Office, will reduce our Department's running costs by £9 million a year from 2015-16, and save taxpayers a total of £220 million over the lifetime of the building's lease commitments.</p><p> </p><p><br></p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p>The table below indicates the number of buildings sold in each calendar year:</p><p> </p><table><tbody><tr><td><p><strong>Calendar Year</strong></p></td><td><p><strong>Buildings sold</strong></p></td></tr><tr><td><p>2010</p></td><td><p>Nil</p></td></tr><tr><td><p>2011</p></td><td><p>Nil</p></td></tr><tr><td><p>2012</p></td><td><p>Nil</p></td></tr><tr><td><p>2013</p></td><td><p>34</p></td></tr><tr><td><p>2014</p></td><td><p>23</p></td></tr></tbody></table><p> </p><p>The Department did hold one freehold land asset, the Fire Service College which has now been sold. In March 2013, the sale of the 365 acre Fire Service College estate, comprising 34 buildings, other non-habitable structures and land was sold for £10 million. The land was covered by an overage clause meaning the Department will share in any profits from future development of the College site. In addition this has generated savings of £3.9 million in running costs per year.</p><p>Following the College sale the Department is currently disposing of 33 houses in Moreton-in-Marsh, Gloucestershire, which were formerly part of the Fire Service College but were not sold with the main Fire Service College estate. So far this year 23 of these houses have been sold generating a receipt of £5,163,100, and a further 2 houses are under offer. The market value of the properties upon which sales have been agreed range from £215,000 to £250,000 and the total expected income from the sale of the 33 houses and linked development land is around £7,500,000.</p><p>The Department holds 10 remaining residential houses at the site, which will be sold during 2015/2016.</p>","Hopkins, Kris",2014-11-18,Labour
"Betts, Clive","To ask the Secretary of State for Communities and Local Government, what assessment he has made of the consequences on energy efficiency of housing of scrapping the Code for Sustainable Homes.",213798,Sheffield South East,2014-11-06,"<p>The Housing Standards Review has clearly established the Government's policy to rationalise and simplify the many overlapping and confusing technical housing sandards currently in operation. The Review will enable quality and sustainable housing developments to be brought forward more easily but without compromising essential safety and accessibility protections.<br><br>The Government does not anticipate any negative impact on the energy efficiency of housing as a consequence of the Code for Sustainable Homes being wound down. The Code does not affect the existing housing stock, and only affects a proportion of new homes being constructed. The new Building Regulations Part L, brought in from April 2014, already requires an aggregate 6% energy performance above current Code 3 equivalent, and has introduced a mandatory energy efficiency requirement for all new homes. The Housing Standards Review consultation proposes that from the point when the proposals are implemented the energy efficiency requirements in the Regulations will be set at a level equivalent to Code level 4. This is equivalent to a further uplift of 20% on 2010 Part L, across the build mix. Finally, the Government has firmly committed to delivering zero carbon housing from 2016.</p>","Williams, Stephen",2014-11-11,Labour
"Bellingham, Henry","To ask the Secretary of State for Communities and Local Government, how many pier companies created by local acts of parliament in the 19th century are still in existence.",213783,North West Norfolk,2014-11-06,"<p>My Department does not hold the specific information requested. Acts of Parliament are a matter of public record and can be found by consulting a legal journal such as Halsbury’s Statutes. Details of any 19th century pier companies, created by local Acts of Parliament, that are still in existence may be found by consulting the online search register at Companies House at <a href=""http://companieshouse.gov.uk/"" target=""_blank"">http://companieshouse.gov.uk/</a></p><p> </p><p>According to the National Piers Society, there are 58 surviving piers in the United Kingdom of which 33 are in private sector ownership, 21 are owned by local authorities and 4 are in community or other ownership.</p><p> </p><p> </p>","Mordaunt, Penny",2014-11-18,Not found
"Ruane, Chris","To ask the Secretary of State for Communities and Local Government, what assessment he has made of the adequacy of building regulations and planning controls to regulate the construction of bridges over main water courses.",213805,Vale of Clwyd,2014-11-06,"<p>Guidance on construction standards for bridges and structures is published by the Highways Agency in its Design Manual for Roads and Bridges. Volume 1, Section 3, Part 6 covers the design of highways bridges across watercourses. This guidance recommends that the appropriate rivers and water authority is consulted at an early stage.</p><p> </p><p><a href=""http://www.dft.gov.uk/ha/standards/dmrb/vol1/section3/ba5994.pdf"" target=""_blank"">http://www.dft.gov.uk/ha/standards/dmrb/vol1/section3/ba5994.pdf</a></p><p> </p><p>The planning process would cover the location and spatial dimensions of a proposed bridge development. Building regulations do not cover bridges in this respect, unless it formed part of a building.</p>","Williams, Stephen",2014-11-18,Labour
"Chope, Christopher","To ask the Secretary of State for Communities and Local Government, for what reason the Government has only responded to part of the consultation launched on 23 March 2014 into planning performance and planning contraventions; and when it intends to respond to the remainder of that consultation.",213793,Christchurch,2014-11-06,"<p>To reduce the burden of consultation paperwork on councils, industry and other interested parties, we seek where possible to bundle up and combine consultations, to make it easier to respond. However, we may respond to the individual topics in stages.</p><p> </p><p>We will publish a formal response to the ‘planning contributions’ part of that consultation document in due course.</p><p> </p><p>We are taking the same approach to the <em>Technical Consultation on Planning</em> published in July, which wrapped up consultations on six separate policy areas.</p><p> </p><p> </p>","Lewis, Brandon",2014-11-11,Not found
Lord Kennedy of Southwark,To ask Her Majesty’s Government what is their assessment of the effectiveness of the current structures of governance in London.,HL2741,"NA",2014-11-07,"<p>Since 2010, the Coalition Government has made a series of reforms which have decentralised power down to local government and down to local communities below it.</p><p> </p><p>This has included strengthening the governance structures in London at a variety of levels: by devolving power and funding over housing, economic development and the Olympic legacy to the Mayor and Assembly through the Localism Act 2011; by abolishing unelected bodies such as the Government Office for London and London Development Agency; supporting the creation of a London-wide economic partnership; and delivering a broader set of reforms to local government transparency, accountability, housing finance and local government finance which the London Boroughs in particular have benefited from.</p><p> </p><p>The London Enterprise Panel was established by the Mayor in 2012 in response to the Government’s invitation to areas to form Local Enterprise Partnerships. It provides a forum which enables the Mayor, London Boroughs and the private sector to work together to take a strategic view of regeneration, employment and skills in the capital. The Panel has successfully negotiated a growth deal which includes delivering £120 million of investment in London’s Further Education colleges and work to develop new ways to help those furthest from the labour market into work.</p><p> </p><p>As set out in the Government response to the Communities and Local Government Select Committee Report: <em>Post-Legislative Scrutiny of the Greater London Authority Act 2007 and the London Assembly</em> (Cm 8761), the Government believes there is scope for governance reform in the relation to the London Fire and Emergency Planning Authority.</p><p> </p><p>Ministers have serious concerns about the governance in the London Borough of Tower Hamlets following an independent inspection report, and are consulting the council on the report and a proposed package of interventions as outlined in the Oral Statement of 4 November 2014, <em>Official Report</em>, House of Commons, Column 663.</p><p> </p><p>The Coalition Government considers that power should be devolved to the lowest appropriate level including to communities and individuals. For instance, we have introduced powers for local communities in London to establish neighbourhood forums to take forward neighbourhood planning and introduced a range of ‘community rights’ such as the Community Right to Challenge and the Community Right to Bid for Assets of Community Value.</p><p> </p><p>Parish councils can also provide communities with a democratically accountable voice and a structure for taking community action. London saw its first parish council in decades have its first elections in May 2014, in Queens Park, Westminster. A number of other local communities in London are now campaigning for parish councils to be set up. The Government is also making it easier to set up new town and parish councils where they do not currently exist and is seeking to amend legislation to do so.</p><p> </p><p> </p><p> </p>",Lord Ahmad of Wimbledon,2014-11-20,Not found
Lord Harrison,"To ask Her Majesty’s Government, further to the Written Answer by Lord Ahmad of Wimbledon on 31 October (HL2419), why they do not centrally record the number or location of refuges in England; and what consideration they have given to collecting such records as a means to developing nationwide policy.",HL2780,"NA",2014-11-10,"<p>My Department funds UKRefugesOnline a UK-wide database of domestic violence services which supports the national 24 hour free phone domestic violence helpline. This service enables those working with victims of domestic violence to identify appropriate services and potential refuge vacancies around the country so that victims can get the help they need as quickly as possible.</p><p> </p><p> </p><p> </p><p>In terms of government records, such information has never been centrally held. Refuges are not commissioned at a national level, and are generally either provided by local authorities or by independent voluntary sector organisations. To start recording the number and location would involve creating a new monitoring and data reporting regime on local government. It is the broader policy of the Coalition Government to try to reduce the burden of data reporting on local government, as it costs taxpayers’ money and diverts resources away from frontline services.</p><p> </p><p> </p><p> </p><p>More broadly, this Government has secured £6.5 billion investment to help vulnerable people through housing related support. This forms a key element of refuge funding through local authority commissioned services.</p><p> </p><p> </p><p> </p><p>We have also allocated £40 million of funding for specialist local domestic and sexual violence support services until 2015. This funding is used to part-fund 54 multi-agency risk assessment conference co-ordinators and 144 independent domestic violence advisers. We have piloted and rolled out Clare’s Law and domestic violence protection orders; extended the definition of domestic abuse to cover controlling behaviour and teenage relationships; run two successful campaigns to challenge perceptions of abuse; and placed Domestic Homicide Reviews on a statutory footing to make sure lessons are learned from individual tragedies.</p><p> </p><p> </p><p> </p><p>We are keeping this matter under review, and are keen to support best practice and greater joint working.</p><p> </p>",Lord Ahmad of Wimbledon,2014-11-18,Not found
Lord Harrison,To ask Her Majesty’s Government whether they have any plans to reconstitute the former Cheshire County Council by bringing together the unitary authorities of Cheshire West and Chester and Cheshire East.,HL2781,"NA",2014-11-10,"<p>There are no plans to bring together the unitary authorities of Cheshire West and Chester and Cheshire East. Such resource intensive and disruptive restructuring of local government would be an unnecessary distraction. The two Cheshire councils already have the legal powers to share services and work together if they wish, and they do not need the Government’s permission to do so.</p><p> </p><p>The Tri-Borough initiative in London is a good locally-led example of how councils can work together to improve services and delivery savings without the need for local government restructuring.</p><p> </p>",Lord Ahmad of Wimbledon,2014-11-17,Not found
Lord Kennedy of Southwark,To ask Her Majesty’s Government what action are they taking to support council tenants who want to form housing cooperatives.,HL2800,"NA",2014-11-10,"<p>We encourage local authorities to work closely with their communities to look at the range of options open to them. This may include forming community led groups, such as co-operatives, Community Land Trusts or Tenant Management Organisations. My officials continue to discuss issues affecting co-operative housing more generally with the co-operative sector.</p><p> </p><p> </p><p> </p><p>Council tenants have the Right to Manage, which enables them to set up a Tenant Management Organisation (a management co-operative) to manage the homes in their area, with a management allowance from the Council. The Tenant Empowerment Programme, £2 million in 2014/15 and £1 million in 2015/16, supports social housing tenants to engage in, manage and/or take control of their housing services. This includes training, support and funding to enable tenant groups to take up their Right to Manage. There are currently over 200 Tenant Management Organisations across England, managing around 80,000 homes.</p><p> </p><p> </p><p> </p><p>In October 2012, we funded the Co-operatives UK to establish and run the Community Shares Unit to grow a sustainable market and promote the long term success of the community shares model, as a means to raising equity finance and increasing participation in community enterprises and projects. Community-led housing is one of the areas identified as requiring development.</p><p> </p><p> </p><p> </p><p>We are also encouraging community led organisations, including co-operatives, to apply for funding through the 2015-18 Affordable Homes Programme. The Homes and Communities Agency has held back over 25% of their £1.7 billion budget, for which it is now inviting bids. This should be of particular help to smaller community-led organisations.</p><p> </p>",Lord Ahmad of Wimbledon,2014-11-20,Not found
"Qureshi, Yasmin","To ask the Secretary of State for Communities and Local Government, whether he informed local authorities prior to the publication of the provisional local government finance settlement that dedicated funding for local welfare assistance schemes would no longer be available from April 2015.",214073,Bolton South East,2014-11-10,"<p>I refer the hon. Member to the answer by my noble friend, Lord Freud, of 19 March 2014, <em>Official Report</em>, House of Lords, Column WA31, and also the answers of 3 March 2014, <em>Official Report</em>, House of Lords, Columns WA278-279.</p><p> </p><p>On 10 October, the Government published a consultation paper on local welfare support which outlines the Government’s policy stance on this issue; a copy of which is attached.</p>","Hopkins, Kris",2014-11-17,Labour
"Robertson, Sir Hugh","To ask the Secretary of State for Communities and Local Government, under what circumstances an environmental impact assessment can be requested when a housing development is proposed; and if he will make a statement.",214064,Faversham and Mid Kent,2014-11-10,"<p>An environmental impact assessment is required for development proposals which are likely to have a significant impact on the environment. The procedure for establishing whether an environmental impact assessment is necessary (the screening process) is set out in planning regulations and explained in planning guidance (<a href=""http://planningguidance.planningportal.gov.uk/"" target=""_blank"">http://planningguidance.planningportal.gov.uk/</a>).</p><p>The guidance makes it clear that only a very small proportion of developments should require a formal environmental impact assessment. We have consulted on proposals to reduce the number of residential cases that local planning authorities have to screen (<a href=""https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/339528/Technical_consultation_on_planning.pdf"" target=""_blank"">https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/339528/Technical_consultation_on_planning.pdf )</a> and we will publish the Government's response in due course.</p>","Lewis, Brandon",2014-11-17,Conservative
"Bebb, Guto","To ask the Secretary of State for Communities and Local Government, what proportion of houses under local development plans are (a) private and (b) social housing.",213947,Aberconwy,2014-11-10,<p>The information requested is not held centrally.</p>,"Lewis, Brandon",2014-11-20,Conservative
"Qureshi, Yasmin","To ask the Secretary of State for Communities and Local Government, what guidance his Department has issued to local authorities on supporting the most vulnerable residents when the local welfare assistance schemes end in April 2015.",213988,Bolton South East,2014-11-10,<p>The Government are consulting on a range of options for how local welfare provision should be funded in 2015/16. A copy of the consultation is attached.</p>,"Hopkins, Kris",2014-11-17,Labour
"Mitchell, Austin","To ask the Secretary of State for Communities and Local Government, how many contracts signed by his Department with suppliers of services or consultants include a clause providing that if the contract is abrogated by the Government, the provider or consultant will be compensated for lost income since 2010.",214002,Great Grimsby,2014-11-10,<p>There have been no contracts signed by my Department since 2010 which have been cancelled with such a clause attached to the contract.</p>,"Hopkins, Kris",2014-11-20,Labour
Lord Blencathra,"To ask Her Majesty’s Government what assessment they have made of the effect on community relations with citizens of Asian origin of crime reporting referring to ""the Asian community"" without further specifying the group concerned.",HL2813,"NA",2014-11-11,"<p>No such assessment has been made.</p><p> </p><p>As a broader observation, it is important to recognise that the recent horrific sexual grooming crimes in Rochdale and Rotherham were committed by a small minority of men drawn from a British Pakistani background, whilst in Bristol most recently the convictions were of men drawn from a Somali background. I welcome both communities strongly condemning these vile acts, as it tarnishes their reputation. However, such criminal acts were compounded by a failure of public authorities to take action because of institutionalised political correctness.</p><p> </p><p>We need to tackle this head on – acknowledging that there is a criminal element in some communities; that there is a sexist mindset that allowed these men to prey on vulnerable women of all backgrounds; and that the authorities shied away from tackling such crimes.</p><p> </p><p>If we fail to do so, it will merely help extremists hijack and exploit the issue for their own ends, undermining our strong community relations, whilst they seek to spread divisions and mistrust.</p><p> </p>",Lord Ahmad of Wimbledon,2014-12-01,Not found
"Pugh, John","To ask the Secretary of State for Communities and Local Government, what recent assessment he has made of the uptake of the community right to challenge; and if he will make a statement.",214179,Southport,2014-11-11,"<p>The Department for Communities and Local Government does not formally monitor the uptake of the Community Right to Challenge or require local authorities to report the number of challenges. Informally we collate responses from follow-up surveys of users of our support programme and other sources. From this, we are aware of 49 expressions of interest being submitted to date. A survey of users of the Community Right to Challenge support programme, carried out in the summer of 2014, found that 43 of the 105 respondents intended to submit an Expression of Interest in the next 12 months.<br><br>The Department for Communities and Local Government has funded a support programme to help voluntary and community groups, Parish Councils and local authority employees to use the Community Right to Challenge or to bid for local government contracts. The programme has awarded grants worth £3.7 million to a total of 216 groups since 2012 and has responded to over 4,000 queries.</p>","Williams, Stephen",2014-11-20,Liberal Democrat
"Abbott, Diane","To ask the Secretary of State for Communities and Local Government, what estimate his Department has made of the number of potential brownfield development sites in London; and if he will make a statement.",214180,Hackney North and Stoke Newington,2014-11-11,"<p>According to the National Land Use Database, there were an estimated 3,660 hectares of brownfield land in London that might have been available for redevelopment in 2010 (the latest, complete database). However redevelopment is not expected to be viable on all sites.</p>","Lewis, Brandon",2014-11-20,Labour
"Davies, Philip","To ask the Secretary of State for Communities and Local Government, what assessment he has made of the effectiveness of the Local Government Declaration on Tobacco Control; and what representations his Department received on the potential implications of the Declaration before June 2013.",214200,Shipley,2014-11-11,"<p>My Department has not undertaken any formal assessment or review, nor am I aware of any representations prior to June 2013. It is for individual councils to determine whether they wish to sign up to such a voluntary, local government-led initiative.</p><p> </p><p>Notwithstanding, as stated in the Government’s 2011 <em>Tobacco Control Plan for England</em>, we recognise there may be legitimate operational reasons for local authorities to deal with the tobacco industry, such as action by trading standards to tackle the illicit tobacco trade (which is frequently linked to low-level and large-scale organised crime; costs taxpayers’ money through tax evasion; and makes it easier for children to smoke).</p><p> </p><p>Moreover, further to the Government’s recent evidence to the Communities and Local Government Select Committee inquiry on litter (21 October 2014, Reference LIT0093), we believe that councils and the wider public sector, as well as manufacturers and associated trade bodies, need to work together to tackle smoking-related litter – especially given the public smoking ban has increased smoking outside. Councils now have public health responsibilities, but this should not prevent joint working on litter and action to keep our streets clean.</p><p> </p><p>In both cases, we would recommend that all dealings are fully transparent.</p><p> </p><p> </p>","Hopkins, Kris",2014-12-16,Conservative
"Woodcock, John","To ask the Secretary of State for Communities and Local Government, for what purposes his Department has funded travel by Eurostar in 2014 to date.",214303,Barrow and Furness,2014-11-11,"<p>The information requested is not routinely recorded and could only be obtained at disproportionate cost.<br><br>The Department's work which relates to the European Union, such as the European Development Fund, and the Council of Europe, necessitates overseas travel.</p>","Hopkins, Kris",2014-11-24,Labour (Co-op)
"Blenkinsop, Tom","To ask the Secretary of State for Communities and Local Government, what plans he has to bring forward legislative proposals to amend sections 44 and 45 of the Fire and Rescue Services Act to permit fire authorities to contract out the full provision of fire and rescue services.",214403,Middlesbrough South and East Cleveland,2014-11-11,"<p>We are supportive of fire and rescue authorities looking at new and innovative ways of delivering their services to best meet the needs of their communities. <br> <br> We have no current plans to bring forward legislative proposals to amend sections 44 and 45 of the Fire and Rescue Services Act and I refer the hon. Member to the previous Parliamentary Under Secretary of State responsible for fire services (Brandon Lewis) speech in an Adjournment Debate on 13 May 2013 (<em>Official Report</em>, column 470 onwards) where he set out the Government's position on mutuals very clearly.</p><p> </p>","Mordaunt, Penny",2014-11-17,Labour
"Blenkinsop, Tom","To ask the Secretary of State for Communities and Local Government, what discussions his Department has had with Cleveland Fire Brigade about the introduction of public service mutuals.",214402,Middlesbrough South and East Cleveland,2014-11-11,"<p>I and my officials meet representatives from fire and rescue authorities from time to time on a range of matters. Since becoming Fire Minister in July, neither my officials nor I have had a meeting with Cleveland Fire Brigade to discuss the introduction of public service mutuals. <br><br></p>","Mordaunt, Penny",2014-11-17,Labour
Lord Avebury,"To ask Her Majesty’s Government how many planning appeals and enforcement appeals involving (1) a single Gypsy and Traveller pitch, and (2) a single dwelling house, the Secretary of State for Communities and Local Government has recovered since 1 July 2013.",HL2853,"NA",2014-11-17,"<p>This information is not centrally held in the form requested, and could only be obtained at disproportionate cost, as planning appeal records are not categorised by single dwellings/pitches.</p>",Lord Ahmad of Wimbledon,2014-12-01,Not found
Lord Avebury,To ask Her Majesty’s Government how many planning and enforcement appeals involving Gypsy sites in the Green Belt were allowed between February 2006 and March 2012; and how many of those related to temporary permissions.,HL2854,"NA",2014-11-17,"<p>The total number of appeals relating to traveller cases in the Green Belt between February 2006 and March 2012 is 378. Of those, 192 were allowed (51%).</p><p> </p><p> </p><p> </p><p>The Planning Inspectorate does not collect data on how many permissions were temporary or permanent.</p><p> </p><p> </p><p> </p><p>Planning policy on traveller sites was intentionally changed in March 2012, to give greater emphasis to the protection of the countryside and Green Belt, and discouraging both temporary and permanent permissions in the Green Belt. This is part of the Coalition Agreement pledge to safeguard the Green Belt.</p><p> </p><p> </p><p> </p><p>As laid out in statements to Parliament, Ministers have also amended the recovery policy to consider more appeals on traveller sites and the Green Belt. We are currently considering responses to our consultation on further proposed amendments to planning policy and guidance, including further strengthening protection of the countryside.</p>",Lord Ahmad of Wimbledon,2014-12-01,Not found
"Knight, Sir Greg","To ask the Secretary of State for Communities and Local Government, what his policy is on the level of salaries paid to local authority chief executives; what guidance his Department gives to local councils on that matter; what measures are in place to prevent excessive salaries being paid by local authorities; and if he will make a statement.",214718,East Yorkshire,2014-11-17,"<p>The Government’s approach to senior pay and reward in local government is set out in the Government’s response to the recent Communities and Local Government Select Committee inquiry into local government chief officers’ remuneration, which is available at:<br><a href=""https://www.gov.uk/government/publications/response-to-report-on-local-government-chief-officers-remuneration"" target=""_blank"">https://www.gov.uk/government/publications/response-to-report-on-local-government-chief-officers-remuneration</a></p>","Hopkins, Kris",2014-12-16,Conservative
"Opperman, Guy","To ask the Secretary of State for Communities and Local Government, what estimate he has made of how many small firms and shops in (a) England and (b) the Northumberland County Council area have been affected by the recent reduction in business rates.",214717,Hexham,2014-11-17,"<p>We have introduced a £1 billion business rate support package for 2014-15 including:</p><p> </p><p>– a 2% cap in the Retail Price Index increase in the small business rates multiplier</p><p> </p><p>– a retail discount of £1,000 for around 300,000 shops, pubs and restaurants with rateable values below £50,000</p><p> </p><p>– a 12 month extension of small business rate relief doubling, benefitting over half a million businesses</p><p> </p><p>– a 50 per cent discount for new occupants of long-term vacant shops, and</p><p> </p><p>– allowing ratepayers to pay bills over 12 instalments.</p><p><br><br>In the attached tables, Table 1 give figures for Northumberland Unitary Authority and Table 2 gives figures for England.</p>","Hopkins, Kris",2014-11-24,Conservative
