"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"313",313,"107840","To ask the Secretary of State for International Trade, what discussions he has had with representatives of the UK retail sector on the potential implications for that sector of the UK leaving the EU without a deal.","<p>A responsible government should prepare for all potential outcomes, including the unlikely scenario in which no mutually satisfactory agreement can be reached. Officials from my Department engage regularly with the UK retail sector to understand their trade and investment interests while we are a member of the EU and after we leave the EU.</p>","Vaz, Keith","Labour","Leicester East","Garnier, Mark",2017-10-16,2017-10-23,83,"canada, without, deal"
"314",314,"107890","To ask the Secretary of State for International Trade, if the Government will clarify how it intends to negotiate and sign new trade deals while operating an interim customs arrangement with the EU.","<p>I refer the hon Member for Streatham to the answer I gave him on 20 October, UIN: 107186.</p><p> </p><p> </p><p> </p>","Umunna, Chuka","Labour","Streatham","Hands, Greg",2017-10-16,2017-10-24,85,"eu, replicate, leaves"
"315",315,"107914","To ask the Secretary of State for International Trade, whether the Government is able to guarantee that new trade deals with third-party countries at least match the value of trade lost by leaving the Customs Union.","<p>As we leave the EU, the government is committed to ensuring that UK and EU businesses and consumers can continue to trade freely with one another. The UK will seek to agree a time-limited implementation period with the EU, during which access to one another’s markets should continue on current terms. This would help to minimise unnecessary disruption and provide certainty for businesses and individuals in the UK and the EU.</p><p>The UK will look to secure greater access to overseas markets for UK goods exports after leaving the EU as well as push for greater liberalisation of global services, investment and procurement markets.</p>","Umunna, Chuka","Labour","Streatham","Hands, Greg",2017-10-16,2017-10-20,81,"terms, deal, countries"
"316",316,"107731","To ask the Secretary of State for International Trade, what representations officials of his Department have made to the European Commission on tariffs on cast iron articles as set out in per EU Regulation 2017/1480.","<p>In relation to EU Regulation 2017/1480 imposing anti-dumping duties on certain types of cast iron products, officials have received representations from three importers, of which they have met two, as well as representations from one group of European producers, which includes one UK producer.</p><p>In terms of analysing the effect of these regulations, the UK government examines all trade defence cases carefully and judges each on its own merits. This is based on an economic evaluation of the evidence presented in the European Commission’s draft regulation sent to Member States with any proposal for measures, together with information received from interested parties, including producers, importers and users of the product.</p><p>The Commission’s anti-dumping investigation concerning imports of cast iron articles from China and India is ongoing, and yet to make its final proposals. Officials have not made representations to the Commission at this stage in the investigation.</p><p>This is one of several trade defence measures which are being applied by the EU which affect UK industry. The Government is looking into the detail of UK trade remedies policy as a whole as we leave the EU. The Government is seeking to maintain continuity for businesses as we exit from the EU. We invite responses to the consultations launched as part of the Department’s recently published White Paper: ‘Preparing for our future UK trade policy’.</p>","Elphicke, Charlie","Independent","Dover","Hands, Greg",2017-10-13,2017-10-23,69,"east, regulation, 1480"
"317",317,"HL1983","To ask Her Majesty's Government what was the value of direct investment from China in the UK telecommunications sector in each of the last five years.","<p>The figures below, from the Office of National Statistics (ONS) (published in December 2016), show the value of direct investment from China into the UK in the Information and Communications sector in each of the last five years that figures are available.</p><p> </p><table><tbody><tr><td><p>Year</p></td><td><p>Value of investment (£m)</p></td></tr><tr><td><p>2011</p></td><td><p>11</p></td></tr><tr><td><p>2012</p></td><td><p>-</p></td></tr><tr><td><p>2013</p></td><td><p>4</p></td></tr><tr><td><p>2014</p></td><td><p>3</p></td></tr><tr><td><p>2015</p></td><td><p>3</p></td></tr></tbody></table><p><em>Source: Office for National Statistics</em></p><p><em>- Indicates nil data </em></p><p> </p><p> </p>","Lord Truscott","Not found",NA,"Baroness Fairhead",2017-10-12,2017-10-26,34,"five, years, four"
"318",318,"HL1984","To ask Her Majesty's Government what was the value of direct investment from China in the UK energy sector in each of the last five years.","<p>According to the latest Office for National Statistics (ONS) figures (published in December 2016) there is no recorded value of foreign direct investment from China in the UK energy sector.</p><p> </p>","Lord Truscott","Not found",NA,"Baroness Fairhead",2017-10-12,2017-10-26,34,"five, years, four"
"319",319,"HL1986","To ask Her Majesty's Government how many foreign direct investment projects there have been in the UK over the last five years.","Over the last five years the Department for International Trade (DIT) and its predecessor UK Trade and Investment, has recorded 9,798 foreign direct investment projects in the UK.<p> </p><p>In 2016/17 DIT registered the highest number of FDI projects coming into the UK it has ever recorded – 2,265 (up 2% on 2015/16).</p>","Lord Truscott","Not found",NA,"Baroness Fairhead",2017-10-12,2017-10-26,62,"investment, direct, transatlantic"
"320",320,"107384","To ask the Secretary of State for International Trade, what discussions he has had with Cabinet colleagues on lowering the UK's visa restrictions in the context of negotiating future trade deals with other countries.","<p>My Rt Hon Friend the Secretary of State for International Trade, regularly discusses trade policy issues with Cabinet colleagues, including my Rt Hon Friend the Home Secretary. This includes looking at how UK domestic policies can support the UK’s trade agenda.</p><p> </p>","Moore, Damien","Conservative","Southport","Hands, Greg",2017-10-12,2017-10-20,73,"cabinet, association, lawyers"
"321",321,"107364","To ask the Secretary of State for International Trade, how many officials employed in his Department as of 12 October 2017 have substantial experience of international trade negotiations.","<p>The Department for International Trade has a strong and capable trade policy team which has grown significantly since its establishment in July 2016 and is continuing to grow.</p><p>We continue to hire the brightest and best talent from within the UK civil service and externally, in order to build a world class trade policy team that can deliver the best outcomes for the UK.</p><p>Internationally recognised expert Crawford Falconer is now in post as DIT’s Chief Trade Negotiation Adviser and Second Permanent Secretary.</p><p>Mr Falconer will support the establishment of a world-class trade negotiation function and lead the development of the International Trade profession for trade negotiators. He has <br>more than 25 years of public service experience in trade and foreign affairs.</p><p /><p />","Blackman, Kirsty","Scottish National Party","Aberdeen North","Hands, Greg",2017-10-12,2017-10-18,30,"length, substantial, officials"
"322",322,"107344","To ask the Secretary of State for International Trade, how many officials employed in his Department in June 2016 had substantial experience of international trade negotiation.","<p>I refer the hon Member to the answer I gave her today, UIN: 107364.</p>","Blackman, Kirsty","Scottish National Party","Aberdeen North","Hands, Greg",2017-10-12,2017-10-18,30,"length, substantial, officials"
"323",323,"107310","To ask the Secretary of State for International Trade, what assessment he has made of export opportunities for the UK in non-EU countries.","<p>The Department for International Trade (DIT) runs nearly 200 export High Value Campaigns, across a range of countries, the majority being non-EU, focusing government resources where they add the most value for the benefit of the whole of the UK. Since the election in June, DIT has been reviewing its exports strategy which partners across the world working closely with the FCO and DfID to look beyond traditional markets to support wider government objectives.</p>","Bone, Peter","Conservative","Wellingborough","Garnier, Mark",2017-10-12,2017-10-20,24,"opportunities, farmers, union"
"324",324,"107571","To ask the Secretary of State for International Trade, which key targets for UK exports he has identified as a priority for future trade negotiations; and if he will make a statement.","<p>We are considering in depth our future trading relationships with a broad range of partners as we prepare to leave the EU. As set out in the Government’s Trade White Paper ’Preparing for our future UK trade policy’ the UK will look to secure greater access to overseas markets for UK goods exports as well as push for greater liberalisation of global services, investment and procurement markets.</p><p> </p>","Shannon, Jim","Democratic Unionist Party","Strangford","Hands, Greg",2017-10-12,2017-10-23,86,"priority, discovery, cultural"
"325",325,"107620","To ask the Secretary of State for International Trade, what assessment he has made of what constitutes good practice in attracting foreign direct investment to the UK; and if he will make a statement.","<p>The Department is committed to building a global Britain which champions free trade, where the government plays an important role in supporting trade and investment.</p><p> </p><p>Our objective is to focus HMG support to those foreign direct investment projects which will maximise wealth creation across the country.</p><p> </p><p>Alongside other government departments we are developing proposals in the HMG Industrial Strategy White paper that will improve the business environment for investment and align support to investments likely to have the greatest impact to the UK economy.</p>","Esterson, Bill","Labour","Sefton Central","Garnier, Mark",2017-10-12,2017-10-20,33,"annual, ukraine, practice"
"326",326,"107560","To ask the Secretary of State for International Trade, whether the UK is on course to meet the target to export £1 billion of goods and services by 2020; and if he will make a statement.","<p>We remain committed to increasing UK exports around the world. Following the creation of the Department for International Trade (DIT), and the establishment of a network of 9 overseas Trade Commissioners, we are reviewing our performance metrics to ensure they remain fit for purpose in an evolving landscape.</p><p>We will use our world leading digital offer to equip exporters with the tools they need to take advantage of a world of opportunity, and use DIT’s presence in 108<br>countries to promote British products and services, whilst removing trade barriers and increasing market access.</p><p /><p />","Kyle, Peter","Labour","Hove","Garnier, Mark",2017-10-12,2017-10-18,60,"2020, position, target"
"327",327,"107547","To ask the Secretary of State for International Trade, how many meetings Ministers and officials of his Department had with small specialist businesses who import Chinese steel prior to EU Regulation 2017/1480 coming into force on anti-dumping duty on imports of certain cast iron articles.","<p>In relation to EU Regulation 2017/1480 imposing anti-dumping duties on certain types of cast iron products, officials have received representations from three importers, of which they have met two, as well as representations from one group of European producers, which includes one UK producer.</p><p>In terms of analysing the effect of these regulations, the UK government examines all trade defence cases carefully and judges each on its own merits. This is based on an economic evaluation of the evidence presented in the European Commission’s draft regulation sent to Member States with any proposal for measures, together with information received from interested parties, including producers, importers and users of the product.</p><p>The Commission’s anti-dumping investigation concerning imports of cast iron articles from China and India is ongoing, and yet to make its final proposals. Officials have not made representations to the Commission at this stage in the investigation.</p><p>This is one of several trade defence measures which are being applied by the EU which affect UK industry. The Government is looking into the detail of UK trade remedies policy as a whole as we leave the EU. The Government is seeking to maintain continuity for businesses as we exit from the EU. We invite responses to the consultations launched as part of the Department’s recently published White Paper: ‘Preparing for our future UK trade policy’.</p>","Elphicke, Charlie","Independent","Dover","Hands, Greg",2017-10-12,2017-10-23,69,"east, regulation, 1480"
"328",328,"107545","To ask the Secretary of State for International Trade, how many meetings Ministers and officials of his Department have had with British producers on EU Regulation 2017/1480 on anti-dumping duty on imports of certain cast iron articles.","<p>In relation to EU Regulation 2017/1480 imposing anti-dumping duties on certain types of cast iron products, officials have received representations from three importers, of which they have met two, as well as representations from one group of European producers, which includes one UK producer.</p><p>In terms of analysing the effect of these regulations, the UK government examines all trade defence cases carefully and judges each on its own merits. This is based on an economic evaluation of the evidence presented in the European Commission’s draft regulation sent to Member States with any proposal for measures, together with information received from interested parties, including producers, importers and users of the product.</p><p>The Commission’s anti-dumping investigation concerning imports of cast iron articles from China and India is ongoing, and yet to make its final proposals. Officials have not made representations to the Commission at this stage in the investigation.</p><p>This is one of several trade defence measures which are being applied by the EU which affect UK industry. The Government is looking into the detail of UK trade remedies policy as a whole as we leave the EU. The Government is seeking to maintain continuity for businesses as we exit from the EU. We invite responses to the consultations launched as part of the Department’s recently published White Paper: ‘Preparing for our future UK trade policy’.</p>","Elphicke, Charlie","Independent","Dover","Hands, Greg",2017-10-12,2017-10-23,69,"east, regulation, 1480"
"329",329,"107546","To ask the Secretary of State for International Trade, how many organisations his Department (a) received representations from and (b) met with on EU Regulation 2017/1480.","<p>In relation to EU Regulation 2017/1480 imposing anti-dumping duties on certain types of cast iron products, officials have received representations from three importers, of which they have met two, as well as representations from one group of European producers, which includes one UK producer.</p><p>In terms of analysing the effect of these regulations, the UK government examines all trade defence cases carefully and judges each on its own merits. This is based on an economic evaluation of the evidence presented in the European Commission’s draft regulation sent to Member States with any proposal for measures, together with information received from interested parties, including producers, importers and users of the product.</p><p>The Commission’s anti-dumping investigation concerning imports of cast iron articles from China and India is ongoing, and yet to make its final proposals. Officials have not made representations to the Commission at this stage in the investigation.</p><p>This is one of several trade defence measures which are being applied by the EU which affect UK industry. The Government is looking into the detail of UK trade remedies policy as a whole as we leave the EU. The Government is seeking to maintain continuity for businesses as we exit from the EU. We invite responses to the consultations launched as part of the Department’s recently published White Paper: ‘Preparing for our future UK trade policy’.</p>","Elphicke, Charlie","Independent","Dover","Hands, Greg",2017-10-12,2017-10-23,69,"east, regulation, 1480"
"330",330,"107543","To ask the Secretary of State for International Trade, what estimate he has made of the number of businesses which will be affected by an increase in the cast iron articles tariff as a result of EU regulations on anti-dumping duty on imports of certain cast iron articles.","<p>In relation to EU Regulation 2017/1480 imposing anti-dumping duties on certain types of cast iron products, officials have received representations from three importers, of which they have met two, as well as representations from one group of European producers, which includes one UK producer.</p><p>In terms of analysing the effect of these regulations, the UK government examines all trade defence cases carefully and judges each on its own merits. This is based on an economic evaluation of the evidence presented in the European Commission’s draft regulation sent to Member States with any proposal for measures, together with information received from interested parties, including producers, importers and users of the product.</p><p>The Commission’s anti-dumping investigation concerning imports of cast iron articles from China and India is ongoing, and yet to make its final proposals. Officials have not made representations to the Commission at this stage in the investigation.</p><p>This is one of several trade defence measures which are being applied by the EU which affect UK industry. The Government is looking into the detail of UK trade remedies policy as a whole as we leave the EU. The Government is seeking to maintain continuity for businesses as we exit from the EU. We invite responses to the consultations launched as part of the Department’s recently published White Paper: ‘Preparing for our future UK trade policy’.</p>","Elphicke, Charlie","Independent","Dover","Hands, Greg",2017-10-12,2017-10-23,69,"east, regulation, 1480"
"331",331,"107544","To ask the Secretary of State for International Trade, whether his Department has received representations from companies which may be adversely affected by EU Regulation 2017/1480 on anti-dumping duty on imports of carbon cast iron articles.","<p>In relation to EU Regulation 2017/1480 imposing anti-dumping duties on certain types of cast iron products, officials have received representations from three importers, of which they have met two, as well as representations from one group of European producers, which includes one UK producer.</p><p>In terms of analysing the effect of these regulations, the UK government examines all trade defence cases carefully and judges each on its own merits. This is based on an economic evaluation of the evidence presented in the European Commission’s draft regulation sent to Member States with any proposal for measures, together with information received from interested parties, including producers, importers and users of the product.</p><p>The Commission’s anti-dumping investigation concerning imports of cast iron articles from China and India is ongoing, and yet to make its final proposals. Officials have not made representations to the Commission at this stage in the investigation.</p><p>This is one of several trade defence measures which are being applied by the EU which affect UK industry. The Government is looking into the detail of UK trade remedies policy as a whole as we leave the EU. The Government is seeking to maintain continuity for businesses as we exit from the EU. We invite responses to the consultations launched as part of the Department’s recently published White Paper: ‘Preparing for our future UK trade policy’.</p>","Elphicke, Charlie","Independent","Dover","Hands, Greg",2017-10-12,2017-10-23,69,"east, regulation, 1480"
"332",332,"107628","To ask the Secretary of State for International Trade, how many civil servants in his Department speak fluent (a) Mandarin, (b) Arabic, (c) Japanese and (d) Spanish.","<p>The Department for International Trade does not currently hold central data on the language skills of its workforce. Nevertheless, its workforce of over 3400 people operates successfully in over 108 markets. This requires a range of linguistic skills and abilities, especially in our overseas posts, which form part of the UK mission to that country.</p>","McFadden, Pat","Labour","Wolverhampton South East","Hands, Greg",2017-10-12,2017-10-20,87,"proposals, multilateral, court"
"333",333,"107629","To ask the Secretary of State for International Trade, how many civil servants in his Department previously worked for the European Commission on trade negotiations.","<p>The information requested is not held centrally.</p><p> </p>","McFadden, Pat","Labour","Wolverhampton South East","Hands, Greg",2017-10-12,2017-10-20,26,"civil, servant, grade"
"334",334,"107542","To ask the Secretary of State for International Trade, what assessment he has made of the effect of EU Regulation 2017/1480 on imports of cast iron articles on companies which use cast iron.","<p>In relation to EU Regulation 2017/1480 imposing anti-dumping duties on certain types of cast iron products, officials have received representations from three importers, of which they have met two, as well as representations from one group of European producers, which includes one UK producer.</p><p>In terms of analysing the effect of these regulations, the UK government examines all trade defence cases carefully and judges each on its own merits. This is based on an economic evaluation of the evidence presented in the European Commission’s draft regulation sent to Member States with any proposal for measures, together with information received from interested parties, including producers, importers and users of the product.</p><p>The Commission’s anti-dumping investigation concerning imports of cast iron articles from China and India is ongoing, and yet to make its final proposals. Officials have not made representations to the Commission at this stage in the investigation.</p><p>This is one of several trade defence measures which are being applied by the EU which affect UK industry. The Government is looking into the detail of UK trade remedies policy as a whole as we leave the EU. The Government is seeking to maintain continuity for businesses as we exit from the EU. We invite responses to the consultations launched as part of the Department’s recently published White Paper: ‘Preparing for our future UK trade policy’.</p>","Elphicke, Charlie","Independent","Dover","Hands, Greg",2017-10-12,2017-10-23,69,"east, regulation, 1480"
"335",335,"107627","To ask the Secretary of State for International Trade, whether his Department has carried out any contingency planning for what happens if the UK leaves the EU without having reached an agreement at the WTO over the UK’s quota schedules.","<p>The UK, as a full and founding World Trade Organization (WTO) member, already has agreed schedules of commitments for goods and services, by virtue of our membership of the European Union. We are not seeking to change the substance of those commitments although they will need updating for our independent membership, including Tariff Rate Quotas. We aim to have certified UK-only goods and services schedules of commitments by the point of EU exit. However, were it to take some time for these schedules to be certified, having uncertified schedules for a period would not hinder our ability to trade under them.</p>","McFadden, Pat","Labour","Wolverhampton South East","Hands, Greg",2017-10-12,2017-10-20,83,"canada, without, deal"
"336",336,"107630","To ask the Secretary of State for International Trade, how many civil servants in his Department have direct previous experience of negotiating a free trade agreement.","<p>The information requested is not held centrally.</p>","McFadden, Pat","Labour","Wolverhampton South East","Hands, Greg",2017-10-12,2017-10-20,26,"civil, servant, grade"
"337",337,"107642","To ask the Secretary of State for International Trade, pursuant to the Oral contribution of the hon. Member for Sefton Central of 12 October 2017, Official Report, column 428, what plans he has to (a) increase the number of jobs created as a result of foreign direct investment and (b) reduce the deficit in the trade of goods; and if he will make a statement.","<p>The Department is focused on supporting projects that maximise wealth creation across the UK. This wealth creation includes jobs, innovation and productivity.</p><p> </p><p>The balance of trade in goods is only one element contributing to the UK’s current account balance. As the world economy recovers the current account deficit should narrow, in line with the Office for Budget Responsibility’s forecast of -2.0% of GDP in 2021<strong>. </strong></p><p><strong> </strong></p><p>The Government is supporting exports through UK Export Finance which has provided £14bn in support for UK exporters in the last five years and <strong>t</strong>he Department for International Trade helping over 2,800 businesses new to exporting.</p><p> </p>","Esterson, Bill","Labour","Sefton Central","Garnier, Mark",2017-10-12,2017-10-17,22,"oral, contribution, parliamentary"
"338",338,"107643","To ask the Secretary of State for International Trade, pursuant to the Oral contribution of the hon. Member for Sefton Central of 12 October 2017, Official Report, column 428, what the average value was of each foreign direct investment project referred to in his Department's annual report and accounts in each of the last seven years.","<p>This information is provided in confidence by inward investors and is therefore not published and non-disclosable.</p>","Esterson, Bill","Labour","Sefton Central","Garnier, Mark",2017-10-12,2017-10-17,22,"oral, contribution, parliamentary"
"339",339,"107501","To ask the Secretary of State for International Trade, what assessment his Department has made of the effect of EU Regulation 2017/1480 on UK employment levels and job security.","<p>In relation to EU Regulation 2017/1480 imposing anti-dumping duties on certain types of cast iron products, officials have received representations from three importers, of which they have met two, as well as representations from one group of European producers, which includes one UK producer.</p><p>In terms of analysing the effect of these regulations, the UK government examines all trade defence cases carefully and judges each on its own merits. This is based on an economic evaluation of the evidence presented in the European Commission’s draft regulation sent to Member States with any proposal for measures, together with information received from interested parties, including producers, importers and users of the product.</p><p>The Commission’s anti-dumping investigation concerning imports of cast iron articles from China and India is ongoing, and yet to make its final proposals. Officials have not made representations to the Commission at this stage in the investigation.</p><p>This is one of several trade defence measures which are being applied by the EU which affect UK industry. The Government is looking into the detail of UK trade remedies policy as a whole as we leave the EU. The Government is seeking to maintain continuity for businesses as we exit from the EU. We invite responses to the consultations launched as part of the Department’s recently published White Paper: ‘Preparing for our future UK trade policy’.</p>","Elphicke, Charlie","Independent","Dover","Hands, Greg",2017-10-12,2017-10-23,69,"east, regulation, 1480"
"340",340,"107640","To ask the Secretary of State for International Trade, pursuant to the oral contribution of the hon. Member for Sefton Central of 12 October 2017, Official Report, column 428, what the value of investments which (a) his Department's venture capital team and (b) the Invest in Great Britain and Northern Ireland digital investment service have secured for UK businesses have been in the last year for which data is available.","<p>Between 1st April 2016 and 31<sup>st</sup> March 2017, the Venture Capital Unit within the Department of International Trade secured £144.3m of direct equity investment into UK businesses.</p><p>The Invest in Great Britain and Northern Ireland global marketing campaign launched at the end of January 2017 is generating new leads to our inward investment project pipeline. It is therefore too early to provide data on the value of investments.</p><p /><p />","Esterson, Bill","Labour","Sefton Central","Garnier, Mark",2017-10-12,2017-10-18,22,"oral, contribution, parliamentary"
"341",341,"107641","To ask the Secretary of State for International Trade, pursuant to the oral contribution of the hon. Member for Sefton Central of 12 October 2017, Official Report, column 428, what the cost was to his Department was of bringing international delegates to Innovate 2016 in Manchester.","<p>The Department’s Northern Powerhouse team brought a total of 63 delegates from 22 countries to Innovate 2016, held in Manchester, at a cost of £73,363.87. This cost included flights, hotels and a bespoke programme of activity across the North to showcase key capabilities and opportunities to investors.</p>","Esterson, Bill","Labour","Sefton Central","Garnier, Mark",2017-10-12,2017-10-18,22,"oral, contribution, parliamentary"
"342",342,"107164","To ask the Secretary of State for International Trade, what assessment he has been made of the role of higher education exports in future free trade deals.","<p>This Government recognises the valuable contribution made by Higher Education (HE) exports to the UK economy and we shall be engaging with the HE sector as we develop future trading arrangements. Ministers and officials in the Department for International Trade are working closely with counterparts across a wide range of markets in order to promote the UK as a great place to do business and with which to trade.</p><p>In 2014 (the latest figures), the total value of UK education-related exports and Transnational Education (TNE) activity was estimated to be £18.76 billion, an increase of 18 per cent over 2010 in current prices.</p><p>HE exports were estimated at £12.43 billion in 2014, an increase of around 30% over 2010 in current prices. This figure rises to an estimated £12.98 billion if HE related TNE activity, valued at around £550 million, is included.</p>","West, Catherine","Labour","Hornsey and Wood Green","Garnier, Mark",2017-10-11,2017-10-16,20,"education, goods, export"
"343",343,"107175","To ask the Secretary of State for International Trade, how much of his Department's financial assistance to Ethiopia is dedicated to be passed on to Ethiopian (a) police or security forces and (b) organisations that have oversight over that country's police or security forces.","<p>The Department for International Trade has not provided any financial assistance to Ethiopia that is dedicated to be passed on to Ethiopian (a) police or security forces and (b) organisations that have oversight over that country's police or security forces.</p>","Brake, Tom","Liberal Democrat","Carshalton and Wallington","Garnier, Mark",2017-10-11,2017-10-20,88,"secure, pass, israel"
"344",344,"107186","To ask the Secretary of State for International Trade, how the Government plans to negotiate and sign new trade deals while still operating within an interim customs arrangement with the EU and while the UK's future trading relationship with the EU remains undecided.","<p>As part of seeking a time-limited interim period with the EU, the UK would intend to pursue new trade negotiations with other countries during this period. It would not bring into effect any new arrangements with third countries which were not consistent with the terms of the interim agreement.</p>","Umunna, Chuka","Labour","Streatham","Hands, Greg",2017-10-11,2017-10-20,85,"eu, replicate, leaves"
"345",345,"107128","To ask the Secretary of State for International Trade, when he plans to publish the findings of his Department's review of the UK National Contact Point for the OECD Guidelines for Multinational Enterprises.","<p>The National Contact Point (NCP) is currently considering the findings of the review. In line with the terms of reference, the key findings will be published on the NCP website later this year following consultation with the NCP Steering Board.</p>","MacNeil, Angus Brendan","Scottish National Party","Na h-Eileanan an Iar","Hands, Greg",2017-10-11,2017-10-18,55,"contact, guidelines, oecd"
"346",346,"107304","To ask the Secretary of State for International Trade, for what reasons UK Export Finance can only lend for periods up to 10 years; by what legal authority the OECD imposes that lending restriction; what assessment he has made of the UK's trade position compared with that of international competitors as a result of that restriction; and if he will make a statement.","<p>The UK government supports a rules-based approach to international trade. The OECD Arrangement on Officially Supported Export Credits (the Arrangement) is an important agreement to ensure that exporters compete on price and quality and not the terms of government supported finance. It is binding on the UK as it is incorporated into UK law.</p><p>UK Export Finance can support lending of up to 18 years for certain projects, in line with the terms of the Arrangement, including its sector understandings. This is consistent with OECD competitors including France, Germany and the USA.</p><p> </p>","Selous, Andrew","Conservative","South West Bedfordshire","Hands, Greg",2017-10-11,2017-10-18,60,"2020, position, target"
"347",347,"107292","To ask the Secretary of State for International Trade, what plans he has to replicate EU Anti-dumping legislation when the UK leaves the EU.","<p>Once the UK has exited the EU, we will be able to operate our own independent trade policy. As part of this, the Government is committed to establishing an effective trade remedies system to provide a safety net for domestic producers if dumping, subsidisation or unexpected surges of imports cause injury.</p><p>Our ambition is to not just replace the current EU system, but to put in place a framework that will work for the UK.</p>","Kinnock, Stephen","Labour","Aberavon","Hands, Greg",2017-10-11,2017-10-20,85,"eu, replicate, leaves"
"348",348,"107258","To ask the Secretary of State for International Trade, pursuant to the Answer of 11 October 2017 to Question 106245, if he will place in the Library the minutes of meetings he or his Department's officials attended in July 2017 with counterparts in the US Administration and the Canadian Government on the Bombardier-Boeing dispute.","<p>My Rt Hon Friend the Secretary of State for International Trade and UK Government officials were in close and frequent contact with their American and Canadian counterparts during July 2017. The commercially sensitive nature of these discussions means that we are unable to release the minutes requested.</p>","Gwynne, Andrew","Labour","Denton and Reddish","Hands, Greg",2017-10-11,2017-10-23,21,"bombardier, dispute, boeing"
"349",349,"107254","To ask the Secretary of State for International Trade, pursuant to the Answer of 15 September 2017 to Question 9154, if he will publish details of (a) US Administration staff, (b) business representatives and (c) others with whom (i) he and (ii) his Departmental staff had meetings to discuss the Bombardier-Boeing dispute during his visit to the US in July 2017.","<p>During my Rt Hon Friend the Secretary of State for International Trade’s visit to the US in July 2017 numerous discussions were held with the Canadian and the US Administration and with business representatives in regards to the Bombardier-Boeing dispute. We are extremely disappointed at the preliminary ruling but we are working closely with the Canadian government to bring Boeing into constructive discussions. Due to the confidential nature of these meetings and commercial sensitivity, we are unable to provide further details.</p>","Gwynne, Andrew","Labour","Denton and Reddish","Hands, Greg",2017-10-11,2017-10-23,74,"administration, devolved, us"
"350",350,"107255","To ask the Secretary of State for International Trade, pursuant to the Answer of 15 September 2017 to Question 9154, if he will publish the agenda of the plenary session of the first meeting of UK-US Trade and Investment Working Group that he chaired in July 2017.","<p>The initial meeting of the UK-US Trade and Investment Working Group, including the plenary session chaired by my Rt. Hon Friend the Secretary of State for International Trade and the US Trade Representative, Ambassador Robert Lighthizer, discussed a range of trade issues This included ensuring commercial continuity for business as the UK leaves the EU, exploring possible ways to strengthen trade and commercial ties consistent with the EU's common commercial policy, and preparing the ground for a potential future trade agreement once the UK leaves the EU.</p>","Gwynne, Andrew","Labour","Denton and Reddish","Hands, Greg",2017-10-11,2017-10-20,28,"representatives, will, agenda"
