Question_MP,Question_Text,Question_ID,MP_Constituency,Question_Date,Answer_Text,Answer_MP,Answer_Date,Party
"Wilson, Sammy","To ask the Secretary of State for International Trade, what plans his Department has to make use of the proposed expansion of Heathrow Airport and potential new long-haul air links arising from that expansion in negotiating future trade agreements.",58465,East Antrim,2016-12-20,"<p>I refer the hon Member for East Antrim to the answer I gave to the hon Member for Copeland on 11 November 2016, UIN: 52613.</p>","Garnier, Mark",2017-01-13,Democratic Unionist Party
"Thomas, Gareth","To ask the Secretary of State for International Trade, whether his Department permits its employees to join a credit union through payroll deductions; and if he will make a statement.",58457,Harrow West,2016-12-20,<p>I can confirm my department currently does not have the facility to allow staff to join a credit union through payroll deductions. Staff can still make arrangements to contribute to a credit union via direct debit.</p>,"Hands, Greg",2017-01-13,Labour (Co-op)
"Rosindell, Andrew","To ask the Secretary of State for International Trade, what steps the Government is taking to promote trade between the UK and Tanzania.",58362,Romford,2016-12-20,"<p>The Department for International Trade (DIT) has three dedicated staff in Tanzania. Tanzania is part of the ‘High Level Partnerships Programme’ which promotes cross-government coordination of trade support. In addition, high level support for specific commercial opportunities is provided by the Prime Minister’s Trade Envoy for Tanzania, Lord Hollick.</p><p>DIT Tanzania is involved in three high value campaigns, those for oil &amp; gas, infrastructure and renewables. The current pipeline includes at least £500m worth of potential UK export success over the next five years.</p>","Garnier, Mark",2017-01-13,Conservative
"Rosindell, Andrew","To ask the Secretary of State for International Trade, what steps the Government is taking to promote trade between the UK and Zambia.",58363,Romford,2016-12-20,"<p>The Department for International Trade (DIT) has a dedicated trade promotion officer in Zambia. In addition, trade promotion activity across Southern Africa is coordinated regionally through the ‘hub’ in Johannesburg from where additional support is provided, including sector-specific expertise.</p><p>DIT provides support to UK companies considering investment in Zambia, ranging from oil and gas exploration to sustainable farming opportunities. In 2016, the Department, delivered a Mining Mission to Zambia, linking UK-based businesses with Zambian counterparts. Furthermore, a British Chamber of Commerce has been established which provides support for British companies seeking business opportunities in Zambia.</p>","Garnier, Mark",2017-01-10,Conservative
"Rosindell, Andrew","To ask the Secretary of State for International Trade, what steps the Government is taking to promote trade between the UK and (a) Jamaica, (b) St Lucia and (c) Montserrat and Anguilla.",58364,Romford,2016-12-20,"<p>The Department for International Trade (DIT) offer a range of export services to UK firms. These include actively seeking out opportunities for UK firms in each market; conducting market research and leading market visits. In February 2016, there was a security &amp; defence market visit to Jamaica. The Department are planning further events such as a UK food and beverage regional event in collaboration with the GREAT campaign for later this year. In St Lucia, DIT has worked to promote the interests of UK companies, particularly in the infrastructure sectors.</p><p>For Montserrat and Anguilla, we have reiterated our commitment to ensuring that the Territories reach their full potential as open, dynamic and sustainable economies, delivering growth, prosperity and employment for their citizens.</p>","Garnier, Mark",2017-01-13,Conservative
"Wilson, Sammy","To ask the Secretary of State for International Trade, what steps he is taking to ensure that human rights considerations are included in the negotiation of future international trade and investment agreements.",58572,East Antrim,2016-12-20,"<p>Until the UK leaves the EU, we will remain subject to EU trade &amp; investment agreements and policy, of which human rights is a fundamental principle. The UK has a strong history of protecting human rights and promoting our values globally. We will in due course consider all options in the design of future bilateral trade and investment agreements.</p>","Hands, Greg",2017-01-10,Democratic Unionist Party
"Wilson, Sammy","To ask the Secretary of State for International Trade, whether he plans to include the issue of corporate responsibility to respect human rights in international investment agreements after the UK leaves the EU.",58571,East Antrim,2016-12-20,"<p>Until the UK leaves the EU, we will remain subject to EU trade &amp; investment agreements and policy, of which human rights is a fundamental principle. The UK has a strong history of protecting human rights and promoting our values globally. We will in due course consider all options in the design of future bilateral trade and investment agreements.</p>","Hands, Greg",2017-01-10,Democratic Unionist Party
"Ferrier, Margaret","To ask the Secretary of State for International Trade, how many licence applications have been refused under Criterion 2c of the Consolidated EU and National Arms Export Licensing Criteria in each year since 2008; and what the destination country was of each of those applications so refused.",58546,Rutherglen and Hamilton West,2016-12-20,"<p>I refer the hon Member to the answer given by my hon Friend for Broxtowe (Anna Soubry), the then Minister of State for Small Business, Industry and Enterprise, to the hon Member for Leeds Central on 4 May, UIN 36102.</p><p>Since this answer was provided a further 10 Standard Individual Export Licence applications have been refused under Criterion 2.</p><p>Licences granted and refused are published as Official Statistics, on a quarterly basis, at <a href=""http://www.gov.uk/"" target=""_blank"">www.gov.uk</a>.</p>","Garnier, Mark",2017-01-13,Scottish National Party
"Gardiner, Barry","To ask the Secretary of State for International Trade, what his policy is on whether the UK's schedules of concessions and commitments will be submitted to the WTO as modifications or as rectifications after the UK has left the EU.",58537,Brent North,2016-12-20,"<p>As the proposed UK schedules will replicate the UK obligations contained in the current EU schedules and not alter the scope of UK concessions the Government intends to follow the WTO rectification procedures established, in 1980, for goods, and 1999, for services.</p>","Hands, Greg",2017-01-13,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, what the annual budget is for the GREAT campaign.",58539,Brent North,2016-12-20,"<p>The annual budget for the GREAT Britain campaign is £60million.</p><p>To date, the campaign has secured confirmed economic returns of £2.2bn for the UK, a return of 20:1 on investment. A further £2.1bn is currently being independently audited. The National Audit Office recently reviewed and commended the campaign.</p>","Hands, Greg",2017-01-10,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, with reference to his Written Ministerial Statement of 5 December 2016, HCWS316, how the planned UK-specific WTO schedules he announced in his 5 December statement will differ from the UK's existing obligations.",58538,Brent North,2016-12-20,"<p>As the Government prepares UK-specific WTO schedules, it is the intention of the Government not to alter the scope of UK obligations, or the concessions currently enjoyed by WTO members.</p>","Hands, Greg",2017-01-13,Labour
"McFadden, Pat","To ask the Secretary of State for International Trade, how many (a) EU and (b) non-EU nationals are employed by his Department.",58471,Wolverhampton South East,2016-12-20,"<p>All Government Departments are bound by legal requirements concerning the right to work in the UK and, in addition, the Civil Service Nationality Rules. Evidence of nationality is checked at the point of recruitment into the Civil Service as part of wider pre-employment checks, but there is no requirement on departments to retain this information beyond the point at which it has served its purpose. Once employed, employees are invited to disclose their nationality, however this is entirely voluntary. As such, there are no total figures for the department that can be provided.</p>","Hands, Greg",2017-01-13,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, what value for money assessment his Department has made of the UKTI Events Alliance programme.",58684,Brent North,2017-01-06,"<p>The Department for International Trade assumed the responsibilities of UKTI in July 2016.</p><p> </p><p>A yearly client survey of businesses supported by DIT is undertaken by the International Trade and Investment team to measure quality of service and reported impact which includes the Events Alliance Programme. Latest figures available cover support provided in 2015-16:</p><p> </p><ul><li>For those attending DIT-sponsored Events, on average, businesses anticipated additional export sales of £611,000 per business as a result of attending events organised with the support of the Department.</li></ul><p> </p><ul><li>Event satisfaction was 74% among businesses supported.</li></ul>","Garnier, Mark",2017-01-16,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, what the outcomes have been of the leads generated by the UKTI Events Alliance programme in the last 12 months.",58685,Brent North,2017-01-06,<p>The Department for International Trade assumed the responsibilities of UKTI in July 2016.</p><p>Over the last 12 months an estimate of £127.7 million export wins has been recorded as outcomes from the leads generated by the Department for International Trade's Events Alliance programme.</p>,"Garnier, Mark",2017-01-16,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, with reference to contract notice 2016/5 166-299652, for what reasons his Department decided to tender for event specialists; and whether his Department considered using trade associations to deliver any of those events.",58690,Brent North,2017-01-06,"<p>The Department for International Trade (DIT) is committed to opening up its contract opportunities to suppliers to ensure economies of scale, global reach, professionalism and operational efficiencies. DIT therefore outsources all event delivery (in which around 400 will be delivered globally in 2016-17). DIT’s incumbent supplier’s contract will end in 2017.</p>","Garnier, Mark",2017-01-16,Labour
"Haigh, Louise","To ask the Secretary of State for International Trade, how the UK's representative on the Committee of Permanent Representatives was instructed to vote on the proposals to modernise the UK's trade defence instruments.",58975,"Sheffield, Heeley",2017-01-06,<p>The UK believes in a free and open approach to trade. There was no formal vote.</p>,"Hands, Greg",2017-01-13,Labour
"Smith, Henry","To ask the Secretary of State for International Trade, what steps his Department is taking to increase British beer exports.",59136,Crawley,2017-01-09,"<p>The Department for International Trade is committed to increasing exports of British food and drink, including beer. We offer a range of services and support for both new and experienced exporters and we work closely with the Department for Environment, Food and Rural Affairs and industry bodies such as the British Beer and Pub Association to help British brewers in their export efforts.</p><p>We are developing export campaigns in high growth markets where there is potential for increasing sales of British beer and we continue to help British brewers enter those markets and expand internationally. For example, in November last year we organised the first ever UK Beer and Cider Pavilion at the Food and Hotel China trade show in Shanghai. Over 30 British brands were represented.</p>","Garnier, Mark",2017-01-17,Conservative
"Brake, Tom","To ask the Secretary of State for International Trade, how many civil servants in each unit of his Department are in the redeployment pool.",59149,Carshalton and Wallington,2017-01-09,<p>The Department for International Trade does not currently have a redeployment pool.</p>,"Hands, Greg",2017-01-17,Liberal Democrat
"Leslie, Chris","To ask the Secretary of State for International Trade, with reference to his written ministerial statement of 5 December 2016, Official Report, HCWS316, on the UK's commitments at the World Trade Organisation, what process he plans to adopt to secure parliamentary approval of the necessary draft schedules he is preparing.",59071,Nottingham East,2017-01-09,<p>Parliament will be involved in helping shape the UK's future as we leave the European Union. We will keep Parliament informed of the development of the schedules.</p>,"Hands, Greg",2017-01-13,Labour (Co-op)
"Gardiner, Barry","To ask the Secretary of State for International Trade, what assessment he has made of the effect on the UK solar sector of the EU Minimum Import Price for Chinese solar module imports; and if he will make a statement.",59318,Brent North,2017-01-10,<p>No such assessment has been made by the Department for International Trade.</p>,"Hands, Greg",2017-01-18,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, pursuant to the Answer of 7 December 2016 to Question 55459, whether the UK/EU working group on life sciences was established by the Government.",59320,Brent North,2017-01-10,"<p>Although the UK/EU Steering Group is industry led and chaired by the Chief Executives of GSK and AstraZeneca, it was established after the referendum by the then Parliamentary Under-Secretary of State for Life Sciences (George Freeman).</p>","Garnier, Mark",2017-01-18,Labour
"Godsiff, Roger","To ask the Secretary of State for International Trade, whether he has made a request to the Government's business managers for a (a) debate and (b) vote on ratification of the Comprehensive Economic and Trade Agreement; and if he will publish the full text of that agreement.",59272,"Birmingham, Hall Green",2017-01-10,"<p>My Rt hon Friend the Secretary of State for International Trade is committed to holding a full parliamentary debate on the Comprehensive Economic and Trade Agreement. Department for International Trade officials have made a request to Government business managers to identify a date. As is normal practice, decisions on the timing of a vote on ratification will be made following the European Parliament’s vote. The full text of the agreement is publicly available.</p>","Hands, Greg",2017-01-13,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, what steps he is taking to include representatives of the solar industry in trade discussions with China.",59436,Brent North,2017-01-10,<p>China is a key market for international trade discussions in renewable energy and is the world’s largest market for both photovoltaics and solar thermal. We have a toolbox of services and a network of experts available to support the UK solar industry to access this market.</p>,"Hands, Greg",2017-01-13,Labour
Baroness Tonge,"To ask Her Majesty’s Government, following UN resolution 2334 (2016) concerning the illegality of Israeli settlements in the Palestinian Occupied Territories, what action they will take in respect of trade between those settlements and the UK; and whether they intend to impose penalties on UK individuals, firms and companies trading in those settlements.",HL4489,NA,2017-01-10,"<p>The UK and Israel have a strong and important trading relationship and we are firmly opposed to boycotts or sanctions. But we do not recognise the Occupied Palestinian Territories, including the settlements, as part of Israel and indeed the settlements are not covered by the current EU-Israel Association Agreement which governs our trade with Israel.</p><p>A just and lasting resolution that ends the occupation and delivers peace for both Israelis and Palestinians is long overdue. The UK remains focused on achieving a two-state solution and we continue to believe that the best way to achieve this is through negotiations between the parties.</p>",Lord Price,2017-01-18,Not found
"Ahmed-Sheikh, Tasmina","To ask the Secretary of State for International Trade, how many export licences for the sale of guided missile kits to Saudi Arabia have been granted in the last five years; and when the last such licence was granted.",59675,Ochil and South Perthshire,2017-01-11,"<p>Guided missile kits are not standard descriptors used on strategic export licence statistics. Information on arms export licences including higher assembly platforms, are published as Official Statistics in the Annual and Quarterly Reports on Strategic Export Controls. These reports contain detailed information on export licences issued, refused or revoked, by destination, including the overall value, type (e.g. Military, Other) and a summary of the items covered by these licences. They are available to view at GOV.UK.</p><p>All export licences are issued in strict accordance with the Consolidated EU and National Arms Export Licensing Criteria.</p>","Garnier, Mark",2017-01-16,Scottish National Party
"Ahmed-Sheikh, Tasmina","To ask the Secretary of State for International Trade, what estimate his Department has made of the level of inward investment in the UK in the last six months.",59679,Ochil and South Perthshire,2017-01-11,"<p>I refer the hon Member for Ochil and South Perthshire to the answer I gave to the hon Member for East Ham today, UIN: 59624.</p>","Hands, Greg",2017-01-16,Scottish National Party
"Gardiner, Barry","To ask the Secretary of State for International Trade, what discussions he has had with his international counterparts on whether the UK will remain party to bilateral trade deals the EU currently has with other countries after the UK leaves the EU.",59640,Brent North,2017-01-11,"<p>Ministers and officials in the Department for International Trade are working closely with counterparts across a wide range of countries and markets, in order to promote the UK as a great place to do business and with which to trade. The UK remains committed to pursuing free trade. That includes seeking to achieve continuity in our trade and investment relationships with third countries, including those covered by EU free trade agreements or other EU preferential arrangements.</p>","Hands, Greg",2017-01-16,Labour
"Timms, Stephen","To ask the Secretary of State for International Trade, pursuant to the Answer of 9 January 2017 to Question 58220, how many Foreign Direct Investment projects there have been into the UK since 23 June 2016; and if he will make a statement.",59624,East Ham,2017-01-11,"<p>The Department for International Trade collects and validates information on known foreign direct investment (FDI) projects that materialise in the UK during a financial year. The results are published annually to allow for full quality control of the results, and can be found on Gov.uk.</p><p>The latest set of FDI results can be found using the following link:</p><p><a href=""https://www.gov.uk/government/publications/dit-inward-investment-results-for-the-tax-year-2015-to-2016"" target=""_blank"">https://www.gov.uk/government/publications/dit-inward-investment-results-for-the-tax-year-2015-to-2016</a></p><p>An overview of the last five years worth of FDI into the UK regions can be accessed on:</p><p><a href=""https://www.gov.uk/government/publications/foreign-direct-investment-projects-by-ukti-regions-201011-to-201415"" target=""_blank"">https://www.gov.uk/government/publications/foreign-direct-investment-projects-by-ukti-regions-201011-to-201415</a></p><p>For any FDI and Export related publications, please consult:</p><p><a href=""https://www.gov.uk/government/policies/exports-and-inward-investment"" target=""_blank"">https://www.gov.uk/government/policies/exports-and-inward-investment</a></p>","Hands, Greg",2017-01-16,Labour
"Ahmed-Sheikh, Tasmina","To ask the Secretary of State for International Trade, what inward investment levels have been in the UK in the last six months by (a) region and (b) sector.",59537,Ochil and South Perthshire,2017-01-11,"<p>I refer the hon Member for Ochil and South Perthshire to the answer I gave to the hon Member for East Ham on 16 January 2017, UIN: 59624.</p>","Hands, Greg",2017-01-17,Scottish National Party
"Davies, Dr James","To ask the Secretary of State for International Trade, pursuant to the Answer of 5 December 2016 to Question 54986, on defence: exports, how much has been received in revenue to date from bespoke market research into the market for armoured fighting vehicles.",59575,Vale of Clwyd,2017-01-11,<p>To date the Department for International Trade’s Defence and Security Organisation has not undertaken any bespoke market research into the market for armoured fighting vehicles and has therefore not received any revenue.</p>,"Garnier, Mark",2017-01-19,Conservative
"Gethins, Stephen","To ask the Secretary of State for International Trade, how many senior civil servant posts there are in his Department.",59803,North East Fife,2017-01-12,"<p>As at January 2017, the Department for International Trade has 94 Senior Civil Servant posts and UK Export Finance have 15 Senior Civil Servant posts within the department. These are being reviewed as the work of the Department evolves.</p>","Garnier, Mark",2017-01-20,Scottish National Party
"Gethins, Stephen","To ask the Secretary of State for International Trade, how many senior civil servant posts are unfilled in his Department.",59804,North East Fife,2017-01-12,"<p>As at January 2017 the Department for International Trade has four unfilled Senior Civil Servant posts in the Department. We will continue to expand trade policy capability and hire the brightest and best talent from within the UK civil service and from elsewhere, in order to deliver the best outcomes.</p><p /><p />","Garnier, Mark",2017-01-20,Scottish National Party
"Blackman, Kirsty","To ask the Secretary of State for International Trade, which EU directives relating to his Department's responsibilities are awaiting transposition into UK law.",59843,Aberdeen North,2017-01-12,"<p>The UK remains a member of the EU until we leave, with full rights and obligations of membership. This includes transposing EU legislation into UK law. The only Directive that is awaiting transposition by the Department for International Trade is Directive (EU) 2016/970, amending Directive 2009/43/EC of the European Parliament and of the Council as regards the list of defence related products (OJ L 163, 21.6.2016, p.1). This is due to be implemented by the Export Control (Amendment) Order 2017.</p>","Hands, Greg",2017-01-17,Scottish National Party
Lord Steel of Aikwood,"To ask Her Majesty’s Government what plans they have for increasing trade with, and investments in, Taiwan.",HL4633,NA,2017-01-12,"<p>The UK enjoys a strong trade and investment relationship with Taiwan. Bilateral trade reached £5.8bn in 2014, a rise of more than 50% on the level five years ago.</p><p>Building on the visit to Taiwan in September 2016 by The Rt Hon Greg Hands MP, Minister of State for Trade and Investment, we will continue to work with the Taiwanese authorities to address market access issues and to further increase UK trade with Taiwan as we promote the UK as a place to do business and trade with.</p>",Lord Price,2017-01-26,Not found
"Gethins, Stephen","To ask the Secretary of State for International Trade, how the Government plans to ensure that exporters from developing countries continue to have access to the UK market under their existing terms after the UK leaves the EU.",59936,North East Fife,2017-01-13,<p>The UK believes in a free and open approach to trade. The Government is committed to ensuring developing countries can reduce poverty through trading opportunities. The Department for International Trade is working closely with other government Departments to ensure that as we prepare to leave the EU we consider all opportunities to support developing countries and recognise the need for a smooth transition which minimises disruption to our trading relationship.</p>,"Garnier, Mark",2017-01-23,Scottish National Party
"Ahmed-Sheikh, Tasmina","To ask the Secretary of State for International Trade, if the Government will offer credit guarantees to commercial shipping agents to ensure future food supplies to Yemen.",60003,Ochil and South Perthshire,2017-01-16,"<p>The Government is aware of the issue regarding Yemeni importers’ access to finance for food imports and continues to lobby all parties to the conflict to facilitate commercial access.</p><p>The Department for International Development (DfID) is providing £1.4 million for the UN Verification and Inspection Mechanism (UNVIM) to speed up the clearance process for ships, improve commercial confidence and reduce the price of basic goods. DfID officials are engaging with a range of partners to understand the issues for importer access to finance and explore potential solutions.</p><p>UK Export Finance has not been approached to provide credit guarantees for exports to Yemen, and is currently off cover due to the extremely poor risk outlook.</p><p> </p><p> </p>","Garnier, Mark",2017-01-24,Scottish National Party
"Ahmed-Sheikh, Tasmina","To ask the Secretary of State for International Trade, which international agreements, deals and memoranda of understanding the Government has signed with foreign governments relating to bilateral trade with the UK in the last 12 months.",60174,Ochil and South Perthshire,2017-01-16,"<p>The UK has entered into no bilateral free trade agreements with foreign governments over the last 12 months. While we remain members of the EU, the EU has competence for trade agreements. The UK will seek to take advantage of all the opportunities available to us to ensure that Britain becomes a global leader in free trade once we leave the EU.</p><p>DIT’s Colombia office has signed an MoU with the Colombian National Hydrocarbons Agency as part of the State Visit of President Santos. This MOU establishes linkages between the UK and Colombia as key strategic offshore hydrocarbons sector partners.</p><p> </p>","Garnier, Mark",2017-01-19,Scottish National Party
"Godsiff, Roger","To ask the Secretary of State for International Trade, what companies each Minister in his Department has responsibility for government relationships with.",60139,"Birmingham, Hall Green",2017-01-16,"<p>The Department for International Trade (DIT) is responsible for the government’s strategic relations programme which manages relationships with key investors and exporters through named contact ministers.</p><p>DIT is currently refreshing the allocation of contact ministers across government and intends to publish the updated list on <a href=""http://www.gov.uk/"" target=""_blank"">www.gov.uk</a> in due course.</p><p>Ministers in DIT also have responsibilities supporting trade and investment in various industry sectors. Details can be found on <a href=""http://www.gov.uk"" target=""_blank"">www.gov.uk</a>.</p>","Garnier, Mark",2017-01-19,Labour
"Rosindell, Andrew","To ask the Secretary of State for International Trade, what recent steps his Department has taken to promote bilateral trade between the UK and Iraq; and if he will make a statement.",60312,Romford,2017-01-17,"<p>The Department for International Trade (DIT) are actively building bilateral trade links between the UK and Iraq, supported by the work of the Iraq Britain Business Council and the PM Trade Envoy to Iraq Baroness Nicholson.</p><p>The Ambassador regularly raises trade issues with Prime Minister Abadi and in the last six weeks, along with DIT colleagues, has met with the President of Iraq and the Ministers of Electricity, Construction, Oil and Transport to support commercial opportunities for British companies. As a result, DIT has helped British companies win significant contracts in the air services, security and infrastructure sectors, with British companies competing for more business.</p><p>The full range of medium and long-term UK Export Finance (UKEF) facilities is available to support UK exports to Iraq. UKEF has received expressions of interest from a number of businesses across a range of sectors. In December, UKEF supported UK exporter Biwater to deliver water treatment solutions in the Kurdistan Region of Iraq.</p>","Garnier, Mark",2017-01-20,Conservative
"Rosindell, Andrew","To ask the Secretary of State for International Trade, pursuant to the Answer of 17 October 2016 to Question 47641, on Trade promotion: Central America, what campaigns have received resources to access high-value sectors in Central America; and what resources each of those campaigns has received.",60291,Romford,2017-01-17,"<p>Central America and Mexico are currently part of the following high value trade campaigns: Automotive, Defence, Technology, Airports, Education, Financial Services, Food &amp; Drink, Healthcare, Mining, Oil &amp; Gas, Railways and Water. The Department for International Trade (DIT) resource delivering these campaigns includes staff time and business development activity. The level of resource varies according to the scale of the opportunity for UK companies to export to each market.</p>","Garnier, Mark",2017-01-25,Conservative
"Rosindell, Andrew","To ask the Secretary of State for International Trade, where in Central America has a permanent UK trade office.",60250,Romford,2017-01-17,"<p>Central America sits within the Department for International Trade's (DIT) Latin America regional directorate. DIT currently has staff in 12 countries in the region. Following the machinery of government changes after the appointment of the Prime Minister in July 2016, updated details of Trade Offices will be published in due course. In the meantime, details can be found within the Exporting country guides on Gov.uk.</p>","Garnier, Mark",2017-01-25,Conservative
"Gethins, Stephen","To ask the Secretary of State for International Trade, what assessment he has made of the potential effect of the UK leaving the EU on exporters from developing countries.",60204,North East Fife,2017-01-17,"<p>I refer the hon Member for North East Fife to the answer I gave him on 23 January 2017, UIN: 59936.</p>","Garnier, Mark",2017-01-25,Scottish National Party
"MacNeil, Angus Brendan","To ask the Secretary of State for International Trade, pursuant to the Answer of 14 November 2016 to Question 52244, which countries he and Ministers of his Department have visited since 14 November 2016.",60530,Na h-Eileanan an Iar,2017-01-18,"<p>Since 14 November 2016, my Rt hon Friend the Secretary of State for International Trade and his Ministerial team have undertaken a total of 15 overseas visits to 18 countries. Details of these visits are listed in the attached Annex.</p>","Garnier, Mark",2017-01-23,Scottish National Party
"Haigh, Louise","To ask the Secretary of State for International Trade, what the locations are of permanent UK trade offices outside the UK.",60541,"Sheffield, Heeley",2017-01-18,"<p>The UK has permanent Trade Offices in 108 overseas markets and has operations in 175 locations across those markets. Following the machinery of government changes after the appointment of the Prime Minister in July 2016, updated details of Trade Offices will be published in due course. In the meantime, details can be found within the Exporting country guides on Gov.uk.</p>","Garnier, Mark",2017-01-23,Labour
Lord De Mauley,"To ask Her Majesty’s Government, given the importance to the UK economy of the export of services, whether they intend that any trade agreements that they negotiate in future will give as great a prominence to services as to goods.",HL4763,NA,2017-01-18,"<p>Services exports are of great importance to the UK economy - the UK ran an £89.9bn surplus on services exports in 2015. The UK is a strong advocate for services trade liberalisation, and leaving the European Union presents an opportunity for the UK to become a world leader in the free trade of services. The Government will consider all options in the design of future bilateral trade agreements.</p>",Lord Price,2017-01-25,Not found
Viscount Waverley,To ask Her Majesty’s Government what is the average period between a trade agreement being concluded and the process of its ratification by Parliament being commenced.,HL4788,NA,2017-01-18,<p>EU free trade agreements can only be concluded and come fully into force once all EU Member States have ratified the agreement according to their own constitutional arrangements.</p>,Lord Price,2017-01-25,Not found
"Godsiff, Roger","To ask the Secretary of State for International Trade, which Minister approved the arms export licence given to CAS Global in July 2014.",60855,"Birmingham, Hall Green",2017-01-19,"<p>This was a routine strategic export licence application approved at official level, in line with standard processing procedures.</p><p>In July 2014 the Department for Business Innovation and Skills had overall responsibility for the export licensing process. The then Secretary of State (Vince Cable) was responsible for the decision to grant or refuse an export licence in any individual case.</p>","Garnier, Mark",2017-01-24,Labour
"Jones, Kevan","To ask the Secretary of State for International Trade, what estimate he has made of the value of UK exports secured through the US Department of Defense Foreign Comparative Testing Program since 2010.",60835,North Durham,2017-01-19,"<p>Between 1980 and 2016 UK companies have received $483m in FCT Test and Evaluation funding and secured $3.17bn in follow-on acquisitions (averaging nearly $90m per year), more than double that of the next country (Germany). For the 2016/2017 period UK companies are participating in 14 ongoing Test &amp; Evaluation programmes.</p>","Garnier, Mark",2017-01-24,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, what steps his Department is taking to increase awareness of the UK tech and innovation industry abroad; and what assistance his Department is providing to businesses to build their brands abroad.",60946,Brent North,2017-01-19,"<p>The Department for International Trade promotes and showcases UK's leading tech capability and world class eco-system at major industry events globally, and through our extensive overseas network, working closely with industry partners such as Tech City UK, Tech UK and London &amp; Partners. Companies have the opportunity to take part in focused trade missions, key tech industry events such as Mobile World Congress and meet with potential buyers. In addition, we have created the new &quot;great.gov.uk&quot; platform to help small and large businesses connect with global demand and promote their brands overseas. UK Export Finance is available to support UK exporters in winning business overseas.</p>","Garnier, Mark",2017-01-26,Labour
"Jones, Kevan","To ask the Secretary of State for International Trade, what steps his Department is taking to help companies engage with the US Department of Defense Foreign Comparative Testing Program.",60921,North Durham,2017-01-19,"<p>The Defence Security Organisation (DSO), through the British Embassy in Washington DC, has a strong relationship with the Foreign Comparative Test (FCT) Program. We coordinate regular activities in the UK promoting the opportunities provided by the Program including events at Farnborough International Air Show, Defence &amp; Security Equipment International (DSEI) and Defence Procurement, Research, Technology &amp; Exportability (DPRTE) as well as bespoke events where the FCT engage with British industry on a 1-2-1 basis.</p>","Garnier, Mark",2017-01-24,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, if he will take steps to ensure that the agendas and minutes of all meetings held by the (a) Australia-UK trade working group, (b) UK-New Zealand trade policy dialogue and (c) Norway-UK trade dialogue are published.",60938,Brent North,2017-01-19,"<p>In line with normal practice for international engagement such as this, the Government has no plans to publish agendas or minutes relating to these meetings.</p>","Garnier, Mark",2017-01-26,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, what discussions he has had with the UK's prospective trading partners on the UK's trading relationship with the EU after the UK has left the EU.",60939,Brent North,2017-01-19,"<p>Ministers and officials in the Department for International Trade are working with counterparts in a range of markets to promote the UK as a great place to do business and with which to trade. The Prime Minister has made clear that we are aiming for the freest possible trade in goods and services with the EU through a new, comprehensive, bold and ambitious free trade agreement, and for Britain to be able to negotiate its own trade agreements with the rest of the world.</p>","Garnier, Mark",2017-01-27,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, whether his Department's decision to offer financial support to companies wishing to attend a trade show is determined by the location of that trade show.",60954,Brent North,2017-01-19,"<p>The events approved for inclusion in the programme are determined with Department for International Trade (DIT) officials, Industry representatives and with Trade Challenge Partner, who are DIT accredited delivery partners, to ensure the events included in the programme benefit UK companies irrespective of location.</p>","Garnier, Mark",2017-01-26,Labour
"Gardiner, Barry","To ask the Secretary of State for International Trade, with reference to his Department's news story of 9 January 2017, what criteria his Department used to determine which countries were included in the priority markets for growing UK trade.",60897,Brent North,2017-01-19,"<p>The Department for International Trade has a rigorous framework for analysing where Government interventions can add the most value for the benefit of the whole of the UK, and we target our effort in those areas. This includes where we can most effectively support businesses.</p><p>We currently have 200 priority areas for export promotion, known as 'High Value Campaigns'. The High Value Campaigns take a market/sector approach and are determined by considering the forecast value of exports that will be won with Government support over a rolling five year period. The process takes place annually.</p>","Garnier, Mark",2017-01-26,Labour
"Gethins, Stephen","To ask the Secretary of State for International Trade, how many non-EU countries he has had discussions with on potential negotiations for a trade deal after the UK has left the EU.",60711,North East Fife,2017-01-19,"<p>We cannot negotiate and conclude trade agreements while we are a member of the EU, but we can have discussions on our future trading relationships. We have already announced working groups and dialogues on our future trading relationships with seven markets: Australia, China, India, New Zealand, Norway, South Korea and the Gulf Cooperation Council, which comprises six countries. As the Prime Minister has said, we want to build a truly Global Britain—a great, global, trading nation that is one of the firmest advocates for free trade anywhere in the world.</p>","Garnier, Mark",2017-01-27,Scottish National Party
"Berger, Luciana","To ask the Secretary of State for International Trade, how many senior civil servants in his Department were on a leave of absence from work due to mental illness in each month since January 2010.",60778,"Liverpool, Wavertree",2017-01-19,"<p>Since the department's creation as a legal employer from 9th November 2016, no Senior Civil Servants have had a leave of absence due to mental illness.</p>","Garnier, Mark",2017-01-26,Labour (Co-op)
